Asset,TotalDebt,Equity,PaidUpCapital,Revenue,NetProfit,EarningPerShare,ROA,ROE,Period,Symbol
"1,169.46",508.33,661.13,250.00,"1,083.73",32.00,0.13,2.64,4.97,1Q2556,2S
982.97,319.63,663.34,300.00,940.55,7.77,0.00,0.72,1.17,2Q2556,2S
"1,338.60",654.82,683.78,300.00,"1,092.56",20.44,0.07,1.76,3.03,3Q2556,2S
"1,222.08",531.40,690.69,300.00,983.91,7.83,0.03,0.61,1.14,4Q2556,2S
"1,355.38",629.06,726.32,300.00,"1,086.03",32.09,0.11,2.49,4.53,1Q2557,2S
"1,345.54",636.41,709.13,300.00,"1,101.62",18.81,0.06,1.39,2.62,2Q2557,2S
"1,391.75",680.79,710.95,300.00,"1,063.94",1.82,0.01,0.13,0.26,3Q2557,2S
"1,207.02",506.88,700.13,300.00,995.07,-10.82,-0.02,-0.83,-1.53,4Q2557,2S
"1,217.56",456.53,761.03,300.00,"1,035.84",1.57,0.01,0.13,0.22,1Q2558,2S
"1,375.11",617.59,757.52,300.00,925.63,26.49,0.09,2.04,3.49,2Q2558,2S
"1,292.75",536.53,756.22,300.00,899.90,-1.30,-0.00,-0.10,-0.17,3Q2558,2S
"1,210.54",449.45,761.09,300.00,846.27,6.44,0.02,0.51,0.85,4Q2558,2S
"1,211.19",348.07,863.12,300.00,"1,034.66",102.03,0.34,8.43,12.56,1Q2559,2S
"1,364.41",427.83,936.58,300.00,930.24,103.45,0.34,8.03,11.50,2Q2559,2S
"1,400.00",427.95,972.05,300.00,932.19,59.47,0.20,4.30,6.23,3Q2559,2S
"1,753.84",704.23,"1,049.61",300.00,"1,046.88",76.88,0.26,4.88,7.61,4Q2559,2S
"1,768.61",618.06,"1,150.54",300.00,"1,119.19",100.93,0.34,5.73,9.17,1Q2560,2S
"1,562.65",429.87,"1,132.79",400.00,"1,047.38",12.24,-0.06,0.73,1.07,2Q2560,2S
"2,001.03",789.87,"1,211.16",400.00,"1,204.70",102.37,0.26,5.75,8.73,3Q2560,2S
"1,929.31",649.00,"1,280.31",400.00,"1,163.93",69.15,0.17,3.52,5.55,4Q2560,2S
"1,922.94",573.75,"1,349.19",400.00,"1,421.09",68.89,0.17,3.58,5.24,1Q2561,2S
"1,822.25",481.46,"1,340.79",450.00,"1,351.55",31.59,0.05,1.69,2.35,2Q2561,2S
"1,932.06",608.06,"1,323.99",450.00,"1,359.30",14.71,0.04,0.78,1.10,3Q2561,2S
"1,857.46",543.27,"1,314.19",450.00,"1,331.05",-9.81,-0.03,-0.52,-0.74,4Q2561,2S
"1,710.92",350.21,"1,360.70",450.00,"1,468.18",49.68,0.11,2.78,3.71,1Q2562,2S
"1,742.10",341.64,"1,400.46",450.00,"1,376.37",74.53,0.17,4.32,5.40,2Q2562,2S
"2,029.36",662.06,"1,367.29",450.00,"1,201.71",-1.11,-0.01,-0.06,-0.08,3Q2562,2S
"1,766.51",388.84,"1,377.66",450.00,"1,367.68",10.18,0.03,0.54,0.74,4Q2562,2S
"1,917.04",443.64,"1,473.40",450.00,"1,488.86",129.64,0.29,7.04,9.09,1Q2563,2S
"1,895.58",340.34,"1,555.24",450.00,"1,514.70",78.06,0.17,4.09,5.15,2Q2563,2S
"2,039.26",384.43,"1,654.83",450.00,"1,300.53",101.43,0.23,5.16,6.32,3Q2563,2S
"2,204.94",449.33,"1,755.61",450.00,,101.07,0.22,4.76,5.93,4Q2563,2S
"2,254.25",252.57,"2,001.68",450.00,"1,688.28",247.56,0.55,11.10,13.18,1Q2564,2S
"2,550.29",386.21,"2,164.08",500.00,"1,655.38",275.84,0.50,11.48,13.24,2Q2564,2S
"2,406.60",173.65,"2,232.95",500.00,"1,552.90",164.80,0.33,6.65,7.50,3Q2564,2S
"2,457.50",179.68,"2,277.82",500.00,"1,658.57",49.85,0.09,2.05,2.21,4Q2564,2S
"2,613.26",279.74,"2,333.52",500.00,"1,872.20",49.13,0.10,1.94,2.13,1Q2565,2S
"2,346.85",212.91,"2,133.94",550.00,"1,650.68",-53.61,-0.11,-2.16,-2.40,2Q2565,2S
"2,510.09",511.95,"1,998.14",550.00,"1,655.48",-135.02,-0.25,-5.56,-6.54,3Q2565,2S
"2,286.02",270.59,"2,015.43",550.00,"1,574.91",16.43,0.03,0.69,0.82,4Q2565,2S
"3,756.26","1,674.40","2,081.86",784.00,,,,,,4Q2563,3K-BAT
"3,845.41","1,727.47","2,117.93",784.00,"1,294.32",36.07,0.46,0.95,1.72,1Q2564,3K-BAT
"3,825.07","1,678.20","2,146.87",784.00,"1,279.33",48.53,0.61,1.27,2.28,2Q2564,3K-BAT
"3,916.27","1,717.35","2,198.93",784.00,"1,350.21",52.06,0.64,1.34,2.40,3Q2564,3K-BAT
"3,956.46","1,738.50","2,217.96",784.00,"1,496.71",20.47,0.25,0.52,0.93,4Q2564,3K-BAT
"3,956.93","1,698.23","2,258.70",784.00,"1,436.78",40.73,0.52,1.03,1.82,4Q2565,3K-BAT
"3,958.31","1,643.34","2,314.97",784.00,"1,512.45",76.98,0.97,1.95,3.37,1Q2566,3K-BAT
"3,942.63","1,553.23","2,389.40",784.00,"1,382.28",79.13,1.01,2.00,3.36,2Q2566,3K-BAT
"3,802.89","1,444.05","2,358.83",784.00,"1,182.46",-30.57,-0.39,-0.79,-1.29,3Q2566,3K-BAT
"1,413.36","1,231.91",181.45,540.00,"1,201.20",24.13,0.04,1.84,14.66,1Q2556,7UP
"1,433.29","1,237.09",196.20,540.00,"1,276.66",14.75,0.03,1.04,7.81,2Q2556,7UP
"1,647.14","1,408.05",239.09,540.00,"1,319.65",42.89,0.08,2.78,19.71,3Q2556,7UP
"1,244.91","1,028.81",216.10,540.00,976.10,-22.99,-0.04,-1.59,-10.10,4Q2556,7UP
"1,141.52",986.86,154.67,540.00,780.20,-61.44,-0.11,-5.15,-33.14,1Q2557,7UP
"1,174.50","1,016.59",157.91,540.00,912.42,-1.65,-0.00,-0.14,-1.06,2Q2557,7UP
"1,069.99",938.02,131.97,540.00,417.85,-30.84,-0.06,-2.75,-21.28,3Q2557,7UP
934.72,929.98,4.74,540.00,504.34,-127.23,-0.23,-12.69,-186.13,4Q2557,7UP
"1,694.38",392.89,"1,301.49","1,898.00",293.64,-59.85,-0.05,-4.55,-9.16,1Q2558,7UP
"1,650.91",345.76,"1,305.15","1,898.00",559.45,-12.35,0.00,-0.74,-0.95,2Q2558,7UP
"1,585.30",334.33,"1,250.97","1,898.00",488.06,-54.18,-0.03,-3.35,-4.24,3Q2558,7UP
"1,472.78",395.99,"1,076.79","1,898.00",312.00,-243.80,-0.13,-15.94,-20.95,4Q2558,7UP
"1,382.79",362.52,"1,020.27","1,898.00",132.95,-55.53,-0.02,-3.89,-5.30,1Q2559,7UP
"1,412.64",430.88,981.76,"1,898.00",106.01,-42.56,-0.02,-3.05,-4.25,2Q2559,7UP
"1,344.14",410.70,933.43,"1,898.00",80.53,-47.29,-0.02,-3.43,-4.94,3Q2559,7UP
"1,239.04",330.39,908.64,"1,898.00",41.30,-35.75,-0.02,-2.77,-3.88,4Q2559,7UP
"1,778.62",637.25,"1,141.37","2,312.86",56.44,-189.31,-0.09,-12.55,-18.47,1Q2560,7UP
"1,627.74",512.49,"1,115.25","2,312.86",153.61,-21.73,-0.01,-1.28,-1.93,2Q2560,7UP
"1,657.66",561.05,"1,096.61","2,312.86",220.44,-17.33,-0.01,-1.06,-1.57,3Q2560,7UP
"1,736.66",611.40,"1,125.26","2,312.86",195.86,20.45,0.01,1.21,1.84,4Q2560,7UP
"1,982.37",502.21,"1,480.16","3,029.60",228.79,-2.68,-0.00,-0.14,-0.21,1Q2561,7UP
"1,954.13",485.11,"1,469.02","3,029.60",173.81,-10.58,-0.00,-0.54,-0.72,2Q2561,7UP
"2,079.07",602.51,"1,476.57","3,029.60",207.41,-24.11,-0.01,-1.20,-1.64,3Q2561,7UP
"1,955.40",572.29,"1,383.11","3,029.60",181.20,-43.66,-0.01,-2.16,-3.05,4Q2561,7UP
"1,966.49",606.22,"1,360.27","3,029.60",196.32,-22.06,-0.01,-1.13,-1.61,1Q2562,7UP
"2,102.61",656.53,"1,446.08","3,029.60",328.55,58.85,0.02,2.89,4.19,2Q2562,7UP
"2,191.71",625.12,"1,566.59","3,029.60",375.02,71.51,0.03,3.33,4.75,3Q2562,7UP
"2,265.29",671.11,"1,594.18","3,029.60",242.18,-20.79,-0.01,-0.93,-1.32,4Q2562,7UP
"2,794.47","1,041.47","1,753.00","3,029.60",365.42,33.86,0.01,1.34,2.02,1Q2563,7UP
"2,939.26","1,111.86","1,827.40","3,029.60",308.28,24.68,0.01,0.86,1.38,2Q2563,7UP
"2,950.92","1,171.62","1,779.30","1,783.08",400.19,54.15,0.01,1.84,3.00,3Q2563,7UP
"3,233.80","1,098.27","2,135.53","2,258.66",291.13,9.97,0.01,0.32,0.51,4Q2563,7UP
"3,502.83","1,061.56","2,441.27","2,470.91",187.87,103.60,0.03,3.08,4.53,1Q2564,7UP
"3,688.45",955.33,"2,733.12","2,571.52",220.04,49.13,0.01,1.37,1.90,2Q2564,7UP
"3,775.12","1,025.66","2,749.46","2,571.52",185.91,2.12,-0.00,0.06,0.08,3Q2564,7UP
"5,087.09","1,719.53","3,367.56","2,571.52",205.72,121.84,0.03,2.75,3.98,4Q2564,7UP
"4,652.28","1,311.98","3,340.30","2,571.52",213.16,-27.17,-0.00,-0.56,-0.81,1Q2565,7UP
"4,559.75","1,272.91","3,286.83","2,571.52",249.73,-53.01,-0.01,-1.15,-1.60,2Q2565,7UP
"4,485.78","1,233.90","3,251.88","2,571.54",228.57,-34.55,-0.01,-0.76,-1.06,3Q2565,7UP
"7,598.32","5,085.19","2,513.12",758.00,267.07,4.10,0.01,0.06,0.16,1Q2556,A
"7,781.89","5,287.72","2,494.17",758.00,576.78,11.37,0.01,0.15,0.45,2Q2556,A
"8,958.16","6,092.35","2,865.82",980.00,453.99,5.34,0.01,0.06,0.20,3Q2556,A
"8,991.98","6,133.19","2,858.78",980.00,509.94,-7.03,-0.01,-0.08,-0.25,4Q2556,A
"9,943.68","7,064.23","2,879.45",980.00,461.70,20.67,0.02,0.22,0.72,1Q2557,A
"10,929.55","8,083.55","2,846.00",980.00,520.77,-4.06,-0.00,-0.04,-0.14,2Q2557,A
"11,133.53","8,277.33","2,856.20",980.00,577.66,10.21,0.01,0.09,0.36,3Q2557,A
"11,956.52","9,082.89","2,873.64",980.00,936.61,14.45,0.02,0.13,0.50,4Q2557,A
"12,489.72","9,592.40","2,897.33",980.00,784.00,23.69,0.02,0.19,0.82,1Q2558,A
"12,880.54","9,906.91","2,973.63",980.00,"1,321.60",76.30,0.08,0.60,2.60,2Q2558,A
"12,546.40","9,473.98","3,072.42",980.00,"1,979.75",98.80,0.10,0.78,3.27,3Q2558,A
"12,861.19","9,770.87","3,090.32",980.00,"1,368.34",17.90,0.02,0.14,0.58,4Q2558,A
"12,995.32","9,842.33","3,152.99",980.00,"1,147.17",62.66,0.06,0.48,2.01,1Q2559,A
"13,199.24","9,980.02","3,219.22",980.00,"1,241.92",105.43,0.11,0.80,3.31,2Q2559,A
"13,355.02","10,056.73","3,298.29",980.00,"1,253.27",79.07,0.08,0.60,2.43,3Q2559,A
"13,515.78","10,201.31","3,314.47",980.00,"1,082.61",16.17,0.02,0.12,0.49,4Q2559,A
"13,626.90","10,283.37","3,343.53",980.00,"1,160.21",29.07,0.03,0.21,0.87,1Q2560,A
"13,820.37","10,509.98","3,310.40",980.00,"1,118.34",15.86,0.02,0.12,0.48,2Q2560,A
"13,457.26","10,101.44","3,355.82",980.00,"1,404.39",45.42,0.05,0.33,1.36,3Q2560,A
"13,509.80","10,169.33","3,340.47",980.00,"1,374.15",7.34,0.01,0.05,0.22,4Q2560,A
"13,624.57","10,230.68","3,393.88",980.00,"1,062.53",53.41,0.05,0.39,1.59,1Q2561,A
"13,772.54","10,401.39","3,371.15",980.00,995.73,16.46,0.02,0.12,0.49,2Q2561,A
"14,082.53","10,694.40","3,388.13",980.00,"1,042.08",16.99,0.02,0.12,0.50,3Q2561,A
"14,297.30","10,965.25","3,332.06",980.00,938.53,-56.07,-0.06,-0.40,-1.67,4Q2561,A
"14,369.64","11,026.34","3,343.30",980.00,867.30,11.24,0.01,0.08,0.34,1Q2562,A
"15,321.43","12,022.77","3,298.65",980.00,836.26,-45.32,-0.04,-0.31,-1.36,2Q2562,A
"14,890.24","11,677.84","3,212.40",980.00,737.40,-86.25,-0.09,-0.57,-2.65,3Q2562,A
"15,279.32","11,876.15","3,403.17",980.00,547.61,-160.27,-0.16,-1.06,-4.85,4Q2562,A
"16,967.58","13,579.56","3,388.03",980.00,911.06,0.93,0.00,0.01,0.03,1Q2563,A
"15,304.10","11,905.15","3,398.95",980.00,"1,117.83",15.40,0.02,0.10,0.45,2Q2563,A
"14,335.53","10,526.29","3,809.24",980.00,"2,959.52",414.81,0.42,2.80,11.51,3Q2563,A
"13,144.03","9,570.11","3,573.91",980.00,752.46,-236.28,-0.24,-1.72,-6.40,4Q2563,A
"13,744.51","10,210.46","3,534.05",980.00,929.82,-35.43,-0.04,-0.26,-1.00,1Q2564,A
"12,740.70","9,288.89","3,451.81",980.00,768.68,-48.34,-0.05,-0.37,-1.38,2Q2564,A
"14,201.90","10,856.86","3,345.03",980.00,707.02,-102.24,-0.12,-0.76,-3.01,3Q2564,A
"12,882.94","9,774.30","3,108.64",980.00,877.67,-159.55,-0.17,-1.18,-4.94,4Q2564,A
"12,913.99","9,775.88","3,138.11",980.00,965.50,32.72,0.03,0.25,1.05,1Q2565,A
"12,864.62","9,650.62","3,214.00",980.00,917.56,79.19,0.08,0.61,2.49,2Q2565,A
"13,051.13","9,877.53","3,173.60",980.00,722.68,-37.07,-0.04,-0.29,-1.16,3Q2565,A
"13,269.89","10,031.14","3,238.75",980.00,721.92,59.43,0.06,0.45,1.85,4Q2565,A
"3,606.44","1,229.94","2,376.50","1,700.00",,,,,,4Q2564,AAI
"4,571.43","2,151.34","2,420.10","1,700.00","3,501.57",363.60,0.21,8.89,15.16,2Q2565,AAI
"4,708.33","2,282.60","2,425.74","1,700.00","1,977.10",195.16,0.11,4.21,8.05,3Q2565,AAI
"6,079.66","1,046.11","5,033.55","2,125.00","1,720.39",300.35,0.15,5.57,8.05,4Q2565,AAI
"37,131.64","11,666.01","25,465.62",485.00,,726.01,0.08,2.07,2.81,1Q2556,AAV
"38,738.15","12,771.45","25,966.71",485.00,"11,627.00",485.84,0.05,1.28,1.89,2Q2556,AAV
"40,843.12","14,586.59","26,256.53",485.00,"5,739.60",289.83,0.03,0.73,1.11,3Q2556,AAV
"44,935.28","18,260.00","26,675.28",485.00,"6,789.09",406.00,0.05,0.95,1.53,4Q2556,AAV
"45,680.13","18,757.91","26,922.22",485.00,"6,633.51",246.94,0.03,0.55,0.92,1Q2557,AAV
"44,703.60","18,102.75","26,600.85",485.00,"5,670.39",-321.37,-0.04,-0.71,-1.20,2Q2557,AAV
"48,288.50","22,070.08","26,218.43",485.00,"5,755.36",-382.42,-0.04,-0.82,-1.45,3Q2557,AAV
"49,501.80","22,485.90","27,015.90",485.00,"8,090.02",788.12,0.09,1.61,2.96,4Q2557,AAV
"52,187.29","24,251.30","27,935.99",485.00,"7,932.50",920.09,0.10,1.81,3.35,1Q2558,AAV
"51,797.57","23,489.50","28,308.07",485.00,"7,073.76",372.08,0.04,0.72,1.32,2Q2558,AAV
"51,723.40","24,161.48","27,561.92",485.00,"7,455.30",168.19,0.02,0.32,0.60,3Q2558,AAV
"52,826.53","24,743.36","28,083.16",485.00,"8,002.03",497.90,0.06,0.95,1.79,4Q2558,AAV
"54,475.66","24,559.55","29,916.11",485.00,"9,183.00","1,832.95",0.21,3.42,6.32,1Q2559,AAV
"54,465.06","23,782.74","30,682.31",485.00,"7,939.23",766.21,0.09,1.41,2.53,2Q2559,AAV
"54,625.53","23,220.13","31,405.40",485.00,"8,308.11",723.09,0.08,1.33,2.33,3Q2559,AAV
"56,599.43","26,479.18","30,120.25",485.00,"7,699.96",75.36,0.01,0.14,0.24,4Q2559,AAV
"58,567.85","27,412.82","31,155.03",485.00,"9,402.03","1,034.78",0.12,1.80,3.38,1Q2560,AAV
"59,488.26","28,023.60","31,464.66",485.00,"8,558.96",309.64,0.04,0.52,0.99,2Q2560,AAV
"59,985.06","28,047.03","31,938.04",485.00,"8,993.10",473.37,0.05,0.79,1.49,3Q2560,AAV
"62,773.56","31,320.46","31,453.10",485.00,"10,006.18",866.97,0.10,1.41,2.74,4Q2560,AAV
"63,441.47","30,158.69","33,282.79",485.00,"11,565.31","1,829.68",0.21,2.90,5.65,1Q2561,AAV
"62,374.73","31,427.02","30,947.71",485.00,"9,302.60",-561.49,-0.06,-0.89,-1.75,2Q2561,AAV
"62,375.56","33,272.83","29,102.73",485.00,"9,202.69",-653.21,-0.07,-1.05,-2.18,3Q2561,AAV
"61,746.72","33,123.92","28,622.79",485.00,"9,879.21",-487.62,-0.06,-0.79,-1.69,4Q2561,AAV
"62,178.84","32,786.06","29,392.77",485.00,"11,483.82",903.52,0.10,1.46,3.11,1Q2562,AAV
"60,996.47","32,481.79","28,514.68",485.00,"9,802.81",-878.09,-0.10,-1.43,-3.03,2Q2562,AAV
"61,066.25","33,310.49","27,755.76",485.00,"9,661.41",-758.92,-0.09,-1.24,-2.70,3Q2562,AAV
"62,902.56","35,214.09","27,688.47",485.00,"10,254.58",-132.66,-0.01,-0.21,-0.48,4Q2562,AAV
"76,321.36","53,737.54","22,583.82",485.00,"9,407.03","-1,222.04",-0.14,-1.76,-4.86,1Q2563,AAV
"73,491.80","52,118.56","21,373.23",485.00,286.70,"-2,075.36",-0.24,-2.77,-9.44,2Q2563,AAV
"71,841.58","52,991.57","18,850.01",485.00,"2,406.71","-3,340.89",-0.38,-4.60,-16.61,3Q2563,AAV
"67,977.67","50,617.36","17,360.32",485.00,"4,160.52","-2,028.64",-0.23,-2.90,-11.20,4Q2563,AAV
"66,885.43","52,722.80","14,162.63",485.00,"1,380.17","-3,390.57",-0.38,-5.03,-21.51,1Q2564,AAV
"64,601.33","53,509.57","11,091.76",485.00,"1,089.40","-3,077.89",-0.35,-4.68,-24.38,2Q2564,AAV
"64,589.50","57,274.43","7,315.08",485.00,463.39,"-3,818.11",-0.43,-5.91,-41.49,3Q2564,AAV
"71,208.33","54,379.53","16,828.80",987.86,"1,625.66","-1,671.38",-0.13,-2.46,-13.85,4Q2564,AAV
"67,589.49","54,100.92","13,488.58","1,159.29","2,097.22","-2,554.96",-0.21,-3.68,-16.85,1Q2565,AAV
"65,827.30","57,062.29","8,765.02","1,173.57","2,544.68","-4,723.56",-0.41,-7.08,-42.45,2Q2565,AAV
"66,670.81","61,956.02","4,714.79","1,173.57","4,883.50","-4,050.23",-0.35,-6.11,-60.09,3Q2565,AAV
"64,685.52","56,731.12","7,954.41","1,216.43","8,794.54","3,114.39",0.27,4.74,49.16,4Q2565,AAV
735.48,51.25,684.23,188.30,21.46,3.51,0.02,0.48,0.51,1Q2556,ACC
738.56,48.97,689.59,188.30,22.81,5.37,0.03,0.73,0.78,2Q2556,ACC
741.74,27.43,714.31,188.30,44.21,24.72,0.13,3.34,3.52,3Q2556,ACC
756.45,27.21,729.24,188.30,20.52,14.42,0.08,1.93,2.00,4Q2556,ACC
734.93,18.00,716.93,188.30,40.65,16.66,0.09,2.23,2.30,1Q2557,ACC
764.67,44.67,720.00,188.30,41.64,3.07,0.02,0.41,0.43,2Q2557,ACC
767.88,45.28,722.60,188.30,32.92,2.60,0.01,0.34,0.36,3Q2557,ACC
747.25,38.53,708.72,188.30,27.12,-13.88,-0.07,-1.83,-1.94,4Q2557,ACC
736.14,37.67,698.47,188.30,28.64,-10.26,-0.05,-1.38,-1.46,1Q2558,ACC
734.94,39.16,695.78,188.30,39.11,-2.68,0.04,-0.36,-0.38,2Q2558,ACC
945.20,14.69,930.51,278.76,27.65,-2.01,-0.00,-0.24,-0.25,3Q2558,ACC
828.85,21.24,807.61,300.00,18.03,-122.91,-0.14,-13.86,-14.14,4Q2558,ACC
"1,361.28",547.67,813.61,300.00,29.04,1.13,0.00,0.10,0.14,1Q2559,ACC
"1,653.32",837.93,815.38,300.00,66.81,1.77,0.00,0.12,0.22,2Q2559,ACC
"1,788.21",958.73,829.48,300.00,53.34,-1.61,-0.00,-0.09,-0.20,3Q2559,ACC
"1,789.65",986.95,802.70,300.00,45.76,-26.79,-0.02,-1.50,-3.28,4Q2559,ACC
"1,748.76",945.27,803.49,300.00,69.58,0.79,-0.00,0.04,0.10,1Q2560,ACC
"1,714.31",908.01,806.30,300.00,97.44,2.81,-0.00,0.16,0.35,2Q2560,ACC
"1,667.27",879.91,787.36,300.00,74.66,-18.94,-0.02,-1.12,-2.38,3Q2560,ACC
"1,633.96",880.07,753.89,300.00,72.76,-33.47,-0.03,-2.03,-4.34,4Q2560,ACC
"1,863.99",903.06,960.93,335.76,235.74,122.62,0.10,7.01,14.30,1Q2561,ACC
"1,466.25",516.46,949.79,335.76,54.18,-11.14,-0.01,-0.67,-1.17,2Q2561,ACC
"1,436.03",495.02,941.01,335.76,59.46,-8.78,-0.01,-0.61,-0.93,3Q2561,ACC
"1,286.16",486.83,799.33,335.76,59.57,-141.67,-0.11,-10.41,-16.28,4Q2561,ACC
"1,317.63",513.66,803.96,335.76,68.22,4.01,0.00,0.31,0.50,1Q2562,ACC
"1,202.46",500.11,702.35,335.76,54.67,-100.17,-0.08,-7.95,-13.30,2Q2562,ACC
"1,101.00",361.98,739.01,335.76,103.69,36.67,0.03,3.18,5.09,3Q2562,ACC
"1,090.14",348.20,741.94,335.76,68.61,4.78,0.00,0.44,0.65,4Q2562,ACC
987.36,346.23,641.13,335.76,44.30,-22.51,-0.02,-2.17,-3.25,1Q2563,ACC
"1,007.80",373.41,634.38,335.76,47.09,-12.88,-0.01,-1.29,-2.02,2Q2563,ACC
"1,099.49",488.70,610.80,335.76,31.41,-23.21,-0.02,-2.20,-3.73,3Q2563,ACC
934.72,333.31,601.41,335.76,33.59,-9.47,-0.01,-0.93,-1.56,4Q2563,ACC
935.40,339.20,596.20,335.76,39.04,-5.21,-0.00,-0.56,-0.87,1Q2564,ACC
910.51,323.48,587.03,335.76,36.38,-9.24,-0.01,-1.00,-1.56,2Q2564,ACC
866.64,304.16,562.48,335.76,26.26,-25.35,-0.02,-2.85,-4.41,3Q2564,ACC
914.18,388.19,525.99,335.76,26.57,-38.42,-0.03,-4.31,-7.06,4Q2564,ACC
764.21,95.56,668.66,335.76,28.67,135.50,0.10,16.15,22.68,1Q2565,ACC
832.25,71.12,761.13,335.76,-18.89,72.27,0.05,9.05,10.11,2Q2565,ACC
812.59,67.69,744.90,335.76,16.99,-16.23,-0.01,-1.97,-2.16,3Q2565,ACC
775.95,60.76,715.19,335.76,16.67,-29.71,-0.02,-3.74,-4.07,4Q2565,ACC
"13,886.74","8,315.10","5,571.64","4,579.00",,,,,,4Q2561,ACE
"13,884.78","7,743.16","6,141.62","4,579.00","3,824.12",569.98,,4.10,9.73,3Q2562,ACE
"14,145.18","3,352.14","10,793.04","5,088.00","1,264.05",245.32,0.03,1.75,2.90,4Q2562,ACE
"14,455.14","3,068.56","11,386.59","5,088.00","1,520.85",593.55,0.06,4.15,5.35,1Q2563,ACE
"14,839.05","3,507.94","11,331.11","5,088.00","1,641.28",249.80,0.02,1.71,2.20,2Q2563,ACE
"16,330.44","4,589.10","11,741.34","5,088.00","1,506.20",410.23,0.04,2.63,3.56,3Q2563,ACE
"16,429.69","4,436.86","11,992.83","5,088.00","1,370.63",254.06,0.03,1.55,2.14,4Q2563,ACE
"17,475.28","5,122.11","12,353.16","5,088.00","1,316.10",360.33,0.04,2.13,2.96,1Q2564,ACE
"17,872.91","5,308.95","12,563.95","5,088.00","1,391.12",366.46,0.03,2.07,2.94,2Q2564,ACE
"18,190.69","5,205.52","12,985.17","5,088.00","1,469.82",411.21,0.04,2.28,3.22,3Q2564,ACE
"18,740.20","5,371.62","13,368.58","5,088.00","1,562.63",367.42,0.04,1.99,2.79,4Q2564,ACE
"18,854.97","5,160.36","13,694.61","5,088.00","1,624.76",322.46,0.03,1.72,2.38,1Q2565,ACE
"19,607.06","5,732.29","13,874.77","5,088.00","1,645.62",383.67,0.04,2.00,2.78,2Q2565,ACE
"19,758.94","5,514.60","14,244.34","5,088.00","1,816.21",381.42,0.04,1.94,2.71,3Q2565,ACE
"20,071.14","5,886.38","14,184.76","5,088.00","1,847.38",193.89,0.02,0.97,1.36,4Q2565,ACE
"1,210.30",825.35,384.95,222.00,,,,,,4Q2561,ACG
"1,233.87",832.97,400.90,222.00,825.98,15.95,0.04,1.31,4.06,1Q2562,ACG
"1,584.01",953.45,630.56,300.00,714.99,15.02,0.03,1.07,2.91,2Q2562,ACG
"1,461.31",822.90,638.41,300.00,742.56,7.85,0.01,0.52,1.24,3Q2562,ACG
"1,569.07",915.97,653.10,300.00,840.19,14.69,0.02,0.97,2.28,4Q2562,ACG
"1,609.76",938.70,671.06,300.00,781.42,17.96,0.03,1.13,2.71,1Q2563,ACG
"1,393.49",746.37,647.12,300.00,380.96,0.21,0.00,0.01,0.03,2Q2563,ACG
"1,241.20",587.48,653.71,300.00,428.89,6.58,0.01,0.50,1.01,3Q2563,ACG
"1,322.57",659.71,662.86,300.00,484.26,10.41,0.02,0.81,1.58,4Q2563,ACG
"1,215.16",543.58,671.58,300.00,447.71,8.72,0.01,0.69,1.31,1Q2564,ACG
"1,148.47",493.48,654.99,300.00,418.81,7.41,0.02,0.63,1.12,2Q2564,ACG
"1,246.14",584.94,661.20,300.00,378.42,6.22,0.01,0.52,0.94,3Q2564,ACG
"1,283.89",609.30,674.59,300.00,517.20,7.31,0.01,0.58,1.09,1Q2565,ACG
"1,236.75",565.66,671.09,300.00,448.07,4.50,0.01,0.36,0.67,2Q2565,ACG
"1,253.97",577.62,676.35,300.00,401.38,5.25,0.01,0.42,0.78,3Q2565,ACG
"1,285.77",606.77,679.01,300.00,427.36,-1.53,-0.00,-0.12,-0.23,4Q2565,ACG
"116,169.50","77,565.88","38,603.62","2,973.09","37,758.73","9,925.52",3.34,9.14,24.17,1Q2556,ADVANC
"108,563.02","60,775.26","47,787.76","2,973.09","36,247.89","9,185.54",3.09,8.17,21.26,2Q2556,ADVANC
"101,631.20","64,547.55","37,083.65","2,973.09","33,665.59","8,319.33",2.81,7.92,19.60,3Q2556,ADVANC
"112,025.71","66,133.12","45,892.59","2,973.10","35,981.43","8,799.62",2.96,8.24,21.21,4Q2556,ADVANC
"115,870.14","77,592.68","38,277.46","2,973.09","36,825.16","9,473.56",3.19,8.31,22.51,1Q2557,ADVANC
"130,442.68","83,693.32","46,749.37","2,973.09","36,845.72","8,469.96",2.85,6.88,19.92,2Q2557,ADVANC
"121,249.60","83,504.56","37,745.04","2,973.09","35,710.88","8,948.69",3.01,7.11,21.18,3Q2557,ADVANC
"126,350.56","79,485.81","46,864.75","2,973.10","40,647.18","9,110.96",3.07,7.36,21.54,4Q2557,ADVANC
"138,795.27","99,742.80","39,052.47","2,973.09","40,744.09","9,896.68",3.33,7.47,23.04,1Q2558,ADVANC
"130,735.32","81,832.36","48,902.96","2,973.09","38,296.30","9,845.56",3.31,7.31,22.39,2Q2558,ADVANC
"130,767.05","92,572.66","38,194.39","2,973.09","37,041.00","8,614.11",2.90,6.59,19.78,3Q2558,ADVANC
"181,761.27","133,268.29","48,492.98","2,973.10","39,933.87","10,798.50",3.63,6.91,24.91,4Q2558,ADVANC
"193,570.10","156,290.70","37,279.40","2,973.09","37,397.70","8,072.53",2.72,4.30,18.82,1Q2559,ADVANC
