Asset,TotalDebt,Equity,PaidUpCapital,Revenue,NetProfit,EarningPerShare,ROA,ROE,Period,Symbol
664.62,132.81,531.81,"1,448.28",69.60,-6.39,-0.00,-0.96,-1.19,2Q2559,NEP
808.55,113.91,694.64,"1,448.28",71.62,-24.73,-0.02,-3.36,-4.03,3Q2559,NEP
769.47,91.06,678.41,"1,865.38",72.46,-18.68,-0.01,-2.37,-2.72,4Q2559,NEP
758.26,94.50,663.76,"1,865.38",74.47,-14.65,-0.01,-1.92,-2.18,1Q2560,NEP
763.25,109.48,653.76,"1,865.38",86.06,-9.99,-0.01,-1.31,-1.52,2Q2560,NEP
758.24,109.91,648.33,"1,865.38",93.10,-5.43,-0.00,-0.71,-0.83,3Q2560,NEP
758.84,90.56,668.28,"1,865.38",100.40,-0.05,0.00,-0.01,-0.01,4Q2560,NEP
920.47,92.16,828.30,"2,325.38",81.83,-6.28,-0.00,-0.75,-0.84,1Q2561,NEP
938.60,118.75,819.84,"2,325.38",94.04,-8.46,-0.00,-0.91,-1.03,2Q2561,NEP
921.83,114.87,806.96,"2,325.38",111.38,-12.88,-0.01,-1.38,-1.58,3Q2561,NEP
886.35,101.73,784.62,"2,325.38",106.78,-19.07,-0.01,-2.11,-2.40,4Q2561,NEP
880.36,110.47,769.89,"2,325.38",109.24,-14.73,-0.01,-1.67,-1.90,1Q2562,NEP
864.99,110.86,754.13,"2,325.38",93.21,-15.45,-0.01,-1.77,-2.03,2Q2562,NEP
837.32,88.69,748.64,"2,325.38",104.74,-5.49,-0.00,-0.65,-0.73,3Q2562,NEP
810.91,79.68,731.23,"2,325.38",102.31,-16.48,-0.01,-2.00,-2.23,4Q2562,NEP
817.41,97.13,720.28,"2,325.38",98.91,-6.21,-0.00,-0.76,-0.85,1Q2563,NEP
799.67,85.95,713.72,"2,325.38",100.86,-6.55,-0.00,-0.81,-0.91,2Q2563,NEP
793.96,82.01,711.95,"2,325.38",80.42,-1.78,-0.00,-0.22,-0.25,3Q2563,NEP
789.67,87.57,702.10,"2,325.38",87.08,-9.85,-0.00,-1.24,-1.39,4Q2563,NEP
"1,007.62",118.78,888.84,"2,325.38",98.19,-23.87,-0.01,-2.66,-3.00,1Q2564,NEP
"1,001.18",106.04,895.14,"2,325.38",124.18,6.30,0.00,0.63,0.71,2Q2564,NEP
998.56,125.50,873.07,"2,325.38",108.70,-22.07,-0.01,-2.21,-2.50,3Q2564,NEP
983.78,122.77,861.01,"2,325.38",124.73,-16.40,-0.01,-1.65,-1.89,4Q2564,NEP
973.35,136.37,836.98,"2,325.38",94.96,-19.84,-0.01,-2.03,-2.34,1Q2565,NEP
926.76,97.19,829.56,"2,325.38",98.99,-7.42,-0.00,-0.78,-0.89,2Q2565,NEP
897.66,72.43,825.22,"2,325.38",82.69,-4.34,-0.00,-0.48,-0.52,3Q2565,NEP
851.13,48.59,802.55,"2,325.38",38.06,-23.94,-0.01,-2.74,-2.94,4Q2565,NEP
"5,100.84","4,384.05",716.79,470.00,,,,,,4Q2560,NER
"5,423.96","4,542.89",881.07,470.00,"3,976.51",166.67,0.18,3.17,20.86,2Q2561,NER
"5,824.13","4,821.61","1,002.52",470.00,"2,597.97",121.45,0.13,2.16,12.90,3Q2561,NER
"6,693.15","4,020.70","2,672.46",770.00,"3,499.89",198.33,0.16,3.17,10.79,4Q2561,NER
"6,894.40","4,121.01","2,773.39",770.00,"3,039.13",100.93,0.07,1.49,3.71,1Q2562,NER
"7,618.05","4,878.56","2,739.48",770.00,"3,304.72",166.29,0.11,2.29,6.03,2Q2562,NER
"8,098.68","5,211.63","2,887.05",770.00,"3,057.63",147.57,0.10,1.88,5.25,3Q2562,NER
"7,989.13","4,977.99","3,011.14",770.00,"3,619.03",124.08,0.08,1.54,4.21,4Q2562,NER
"8,235.41","5,164.38","3,071.03",770.00,"2,963.02",59.89,0.04,0.74,1.97,1Q2563,NER
"8,416.82","5,337.67","3,079.15",770.00,"2,693.52",224.89,0.15,2.70,7.31,2Q2563,NER
"9,029.17","5,797.69","3,231.47",770.00,"4,338.06",152.32,0.10,1.75,4.83,3Q2563,NER
"10,231.99","6,541.41","3,690.58",807.34,"6,369.90",421.57,0.27,4.38,12.18,4Q2563,NER
"10,397.86","6,340.78","4,057.08",807.34,"4,990.50",366.50,0.23,3.55,9.46,1Q2564,NER
"13,941.43","9,632.58","4,308.85",822.65,"6,290.76",438.82,0.29,3.61,10.49,2Q2564,NER
"13,533.15","8,899.17","4,633.98",822.65,"7,154.06",440.30,0.25,3.21,9.85,3Q2564,NER
"14,239.29","8,793.16","5,446.13",880.32,"6,020.97",604.56,0.36,4.35,12.00,4Q2564,NER
"12,866.09","6,951.07","5,915.02",880.32,"5,628.53",468.89,0.27,3.46,8.25,1Q2565,NER
"14,509.69","8,689.42","5,820.27",923.89,"5,253.93",382.20,0.21,2.79,6.51,2Q2565,NER
"16,924.73","10,704.92","6,219.81",923.89,"7,210.54",528.88,0.29,3.36,8.79,3Q2565,NER
"16,306.54","9,718.71","6,587.83",923.89,"7,109.71",368.03,0.20,2.21,5.75,4Q2565,NER
420.70,127.03,293.67,100.00,59.98,1.32,0.13,0.32,0.46,1Q2556,NEW
422.74,124.61,298.13,100.00,67.76,6.46,0.65,1.53,2.18,2Q2556,NEW
429.95,126.56,303.39,100.00,75.67,5.26,0.53,1.23,1.75,3Q2556,NEW
426.66,123.79,302.87,100.00,65.27,-2.16,-0.22,-0.50,-0.71,4Q2556,NEW
423.95,117.36,306.59,100.00,71.56,3.72,0.37,0.88,1.22,1Q2557,NEW
426.53,121.67,304.87,100.00,67.23,1.28,0.13,0.30,0.42,2Q2557,NEW
431.68,123.67,308.01,100.00,75.02,3.14,0.31,0.73,1.02,3Q2557,NEW
452.13,142.76,309.37,100.00,76.04,2.96,0.30,0.67,0.96,4Q2557,NEW
453.50,142.39,311.12,100.00,72.85,1.75,0.17,0.39,0.56,1Q2558,NEW
450.89,145.22,305.67,100.00,77.52,-1.94,-0.19,-0.43,-0.63,2Q2558,NEW
467.38,155.12,312.26,100.00,86.67,6.59,0.66,1.43,2.13,3Q2558,NEW
467.43,148.56,318.88,100.00,88.34,6.61,0.66,1.42,2.10,4Q2558,NEW
466.18,144.84,321.33,100.00,74.76,2.46,0.25,0.53,0.77,1Q2559,NEW
457.06,141.70,315.36,100.00,71.30,-0.97,-0.10,-0.21,-0.31,2Q2559,NEW
451.15,131.77,319.38,100.00,79.28,4.02,0.40,0.89,1.27,3Q2559,NEW
454.44,129.68,324.77,100.00,78.22,5.38,0.54,1.19,1.67,4Q2559,NEW
453.43,132.78,320.65,100.00,68.59,-3.83,-0.38,-0.84,-1.19,1Q2560,NEW
450.44,134.56,315.89,100.00,72.60,0.24,0.02,0.05,0.07,2Q2560,NEW
475.32,149.67,325.65,100.00,91.47,9.77,0.98,2.11,3.04,3Q2560,NEW
472.62,134.85,337.77,100.00,75.98,12.11,1.21,2.56,3.65,4Q2560,NEW
484.77,141.59,343.17,100.00,87.03,5.35,0.53,1.12,1.57,1Q2561,NEW
487.65,145.38,342.27,100.00,92.02,6.05,0.60,1.24,1.76,2Q2561,NEW
498.58,150.64,347.94,100.00,97.62,5.78,0.58,1.17,1.67,3Q2561,NEW
488.20,138.97,349.23,100.00,89.00,-0.29,-0.03,-0.06,-0.08,4Q2561,NEW
488.92,133.06,355.86,100.00,94.68,6.63,0.66,1.36,1.88,1Q2562,NEW
478.67,133.22,345.45,100.00,86.65,-3.41,-0.34,-0.70,-0.97,2Q2562,NEW
490.41,137.50,352.91,100.00,100.50,7.46,0.75,1.54,2.14,3Q2562,NEW
486.19,129.32,356.87,100.00,93.07,6.66,0.67,1.36,1.88,4Q2562,NEW
516.00,155.05,360.95,100.00,98.36,6.48,0.65,1.29,1.81,1Q2563,NEW
542.46,190.85,351.61,100.00,58.54,-7.34,-0.73,-1.39,-2.06,2Q2563,NEW
541.11,189.25,351.86,100.00,76.76,0.21,0.02,0.04,0.06,3Q2563,NEW
533.90,173.89,360.00,100.00,78.98,2.28,0.23,0.42,0.64,4Q2563,NEW
525.84,164.31,361.53,100.00,76.76,1.61,0.16,0.30,0.45,1Q2564,NEW
523.84,162.71,361.13,100.00,72.42,-0.40,-0.04,-0.08,-0.11,2Q2564,NEW
542.15,181.01,361.14,100.00,76.44,0.01,0.00,0.00,0.00,3Q2564,NEW
524.95,156.28,368.67,100.00,107.60,7.53,0.75,1.41,2.06,4Q2564,NEW
554.20,156.21,397.98,100.00,134.03,29.31,2.93,5.43,7.65,1Q2565,NEW
573.51,158.01,415.50,100.00,125.80,21.02,2.10,3.73,5.17,2Q2565,NEW
595.70,146.49,449.21,100.00,143.77,33.71,3.37,5.77,7.80,3Q2565,NEW
608.71,142.45,466.25,100.00,119.83,16.01,1.61,2.66,3.50,4Q2565,NEW
807.03,250.78,556.25,257.78,179.04,7.79,0.03,0.94,1.42,1Q2556,NEX
794.46,259.65,534.81,257.78,148.93,1.76,0.01,0.22,0.32,2Q2556,NEX
754.10,214.83,539.27,257.78,139.96,4.45,0.02,0.58,0.83,3Q2556,NEX
770.57,228.86,541.72,232.00,141.28,2.45,0.01,0.32,0.45,4Q2556,NEX
730.96,192.92,538.04,232.00,124.52,-3.68,-0.02,-0.49,-0.68,1Q2557,NEX
737.80,220.16,517.64,232.00,129.01,-8.79,-0.04,-1.20,-1.67,2Q2557,NEX
735.11,227.75,507.36,232.00,128.95,-8.40,-0.04,-1.14,-1.64,3Q2557,NEX
763.81,259.14,504.67,232.00,134.44,-2.68,-0.01,-0.36,-0.53,4Q2557,NEX
787.70,277.93,509.77,232.00,137.58,5.09,0.02,0.66,1.00,1Q2558,NEX
756.70,256.23,500.46,232.00,128.40,-9.31,-0.04,-1.21,-1.84,2Q2558,NEX
731.57,242.59,488.98,232.00,115.37,-11.66,-0.05,-1.57,-2.36,3Q2558,NEX
725.05,245.43,479.63,232.00,118.31,-9.35,-0.04,-1.28,-1.93,4Q2558,NEX
725.17,244.28,480.89,232.00,125.17,-0.52,-0.00,-0.07,-0.11,1Q2559,NEX
694.19,223.44,470.75,232.00,97.90,-8.03,-0.03,-1.13,-1.69,2Q2559,NEX
673.62,206.58,467.04,232.00,97.15,-3.71,-0.02,-0.54,-0.79,3Q2559,NEX
688.69,226.61,462.09,232.00,102.13,-4.95,-0.02,-0.73,-1.07,4Q2559,NEX
684.21,221.66,462.55,232.00,98.31,0.46,0.00,0.07,0.10,1Q2560,NEX
657.35,199.02,458.33,232.00,97.84,-4.22,-0.02,-0.63,-0.92,2Q2560,NEX
667.03,218.59,448.44,232.00,101.57,-9.89,-0.04,-1.49,-2.18,3Q2560,NEX
521.23,49.57,471.66,232.00,105.09,23.22,0.10,3.91,5.05,4Q2560,NEX
725.15,230.01,495.13,232.00,123.93,-8.57,-0.04,-1.38,-1.77,1Q2561,NEX
754.26,268.70,485.56,232.00,164.38,-3.61,-0.03,-0.49,-0.74,2Q2561,NEX
773.86,304.05,469.80,232.00,169.31,-15.75,-0.08,-2.06,-3.30,3Q2561,NEX
784.29,291.08,493.21,232.00,211.82,-19.18,-0.09,-2.46,-3.98,4Q2561,NEX
813.73,352.19,461.54,232.00,178.83,-23.95,-0.11,-3.00,-5.02,1Q2562,NEX
781.76,337.12,444.65,232.00,209.58,-12.00,-0.06,-1.50,-2.65,2Q2562,NEX
997.15,341.24,655.90,464.01,191.57,-19.15,-0.08,-2.15,-3.48,3Q2562,NEX
928.64,362.82,565.82,464.01,218.54,-86.29,-0.25,-8.96,-14.13,4Q2562,NEX
"1,462.40",666.19,796.21,558.45,633.67,1.27,0.00,0.11,0.19,1Q2563,NEX
"1,539.56",677.62,861.93,604.45,383.43,-39.08,-0.08,-2.60,-4.71,2Q2563,NEX
"3,616.24",420.25,"3,195.99","1,674.45",257.50,-25.55,-0.01,-0.99,-1.26,3Q2563,NEX
"3,617.29",451.66,"3,165.63","1,674.45",146.21,-136.96,-0.07,-3.79,-4.31,4Q2563,NEX
"3,530.58",408.24,"3,122.34","1,674.45",207.13,-37.90,-0.02,-1.06,-1.21,1Q2564,NEX
"3,525.31",433.22,"3,092.09","1,674.45",199.11,-30.25,-0.02,-0.86,-0.97,2Q2564,NEX
"3,494.37",416.43,"3,077.95","1,674.45",116.47,-15.20,-0.01,-0.43,-0.49,3Q2564,NEX
"3,913.04",843.06,"3,069.98","1,674.45",165.36,-11.71,-0.01,-0.32,-0.38,4Q2564,NEX
"3,832.28",828.42,"3,003.86","1,674.45",160.68,-60.22,-0.04,-1.55,-1.98,1Q2565,NEX
"3,690.34",731.65,"2,958.70","1,674.45",218.44,-45.17,-0.03,-1.20,-1.52,2Q2565,NEX
"5,115.18","2,158.30","2,956.88","1,674.45","1,389.19",19.25,0.00,0.44,0.65,3Q2565,NEX
"7,991.53","4,706.27","3,285.26","1,674.45","4,848.31",328.95,0.19,5.02,10.54,4Q2565,NEX
"1,022.91","1,169.40",-146.49,736.89,391.56,-48.82,,-4.57,39.98,2Q2556,NFC
990.57,"1,185.44",-194.87,736.89,431.25,-48.82,-0.02,-4.85,28.60,4Q2556,NFC
"1,063.64","1,312.24",-248.60,736.89,402.31,-53.67,-0.01,-5.22,24.20,2Q2557,NFC
904.53,"1,189.58",-285.04,736.89,191.20,-36.41,,-3.70,13.65,3Q2557,NFC
931.12,"1,253.74",-322.62,736.89,252.69,-36.13,,-3.94,11.89,4Q2557,NFC
948.73,"1,301.89",-353.15,736.89,241.03,-30.51,,-3.25,9.03,1Q2558,NFC
401.53,"1,001.68",-600.15,736.89,505.17,-246.97,-0.05,-36.58,51.81,2Q2558,NFC
478.82,"1,060.44",-581.63,736.89,260.79,18.55,0.00,4.22,-3.14,3Q2558,NFC
392.90,338.53,54.37,"1,076.89",361.92,296.23,0.07,67.96,-112.37,4Q2558,NFC
419.68,346.21,73.47,"1,076.89",268.78,19.13,0.00,4.71,29.92,1Q2559,NFC
"1,078.58",357.55,721.03,"1,359.79",243.32,340.31,0.16,45.43,85.67,2Q2559,NFC
"1,065.31",278.04,787.27,"1,359.79",271.23,66.25,0.02,6.18,8.78,3Q2559,NFC
"1,024.61",273.87,750.75,"1,359.79",265.00,-22.45,-0.02,-2.15,-2.92,4Q2559,NFC
"1,073.08",277.58,795.49,"1,359.79",296.44,44.75,0.02,4.27,5.79,1Q2560,NFC
"1,053.56",240.17,813.39,"1,359.79",236.70,17.82,0.04,1.68,2.22,2Q2560,NFC
"1,092.95",261.65,831.30,815.88,287.27,20.69,0.02,1.93,2.52,3Q2560,NFC
"1,159.46",200.51,958.95,815.88,308.32,130.94,0.12,11.63,14.63,4Q2560,NFC
"1,196.28",210.59,985.70,815.88,307.28,26.11,0.02,2.22,2.69,1Q2561,NFC
"1,165.18",164.51,"1,000.67",815.88,301.86,17.24,0.02,1.46,1.74,2Q2561,NFC
"1,250.19",236.37,"1,013.83",815.88,286.89,12.73,0.01,1.05,1.26,3Q2561,NFC
"1,426.58",415.49,"1,011.09",815.87,299.11,-5.16,-0.00,-0.39,-0.51,4Q2561,NFC
"1,558.30",541.31,"1,016.99",815.88,333.45,4.33,0.00,0.29,0.43,1Q2562,NFC
"1,425.29",448.78,976.51,815.88,331.12,2.91,0.00,0.20,0.29,2Q2562,NFC
"1,406.39",476.28,930.12,815.88,264.37,-44.41,-0.04,-3.14,-4.66,3Q2562,NFC
"1,202.47",268.72,933.75,815.87,280.03,2.22,0.00,0.17,0.24,4Q2562,NFC
"1,915.83",996.89,918.94,815.88,250.88,-14.81,-0.01,-0.95,-1.60,1Q2563,NFC
"1,851.06",939.61,911.45,815.88,151.73,-7.49,-0.01,-0.40,-0.82,2Q2563,NFC
"1,954.49","1,037.85",916.64,815.88,163.84,5.19,0.00,0.27,0.57,3Q2563,NFC
"2,839.62","1,914.28",925.34,815.87,169.30,7.85,0.01,0.33,0.85,4Q2563,NFC
"3,148.64","2,214.47",934.18,815.88,192.68,8.83,0.01,0.30,0.95,1Q2564,NFC
"3,155.59","2,217.11",938.47,815.88,312.23,4.30,0.00,0.14,0.46,2Q2564,NFC
"3,506.49","2,563.96",942.54,815.88,378.17,4.06,0.00,0.12,0.43,3Q2564,NFC
"3,696.94","2,420.06","1,276.88",815.87,954.73,335.01,0.31,9.30,30.19,4Q2564,NFC
"3,989.28","2,703.30","1,285.99",815.88,672.12,9.10,0.01,0.24,0.71,1Q2565,NFC
"4,056.73","2,740.95","1,315.78",815.88,674.65,29.80,0.03,0.74,2.29,2Q2565,NFC
"7,301.45","5,937.90","1,363.55",815.88,816.55,47.77,0.04,0.84,3.57,3Q2565,NFC
"7,673.53","6,247.45","1,426.08",815.87,631.02,63.09,0.06,0.84,4.52,4Q2565,NFC
"4,578.00","1,946.71","2,631.29","1,541.93",303.10,37.68,0.03,0.84,1.45,1Q2556,NNCL
"4,437.56","1,532.82","2,904.74","1,542.62",402.20,394.58,0.25,8.75,14.25,2Q2556,NNCL
"4,659.09","1,761.58","2,897.51","1,545.32",159.54,-9.93,0.00,-0.22,-0.34,3Q2556,NNCL
"4,591.07","1,809.56","2,781.51","1,545.32",145.72,-116.47,-0.08,-2.52,-4.10,4Q2556,NNCL
"4,686.03","1,913.70","2,772.32","1,551.66",221.14,-13.14,-0.01,-0.28,-0.47,1Q2557,NNCL
"4,810.92","2,208.85","2,602.07","1,558.48",178.05,-21.91,-0.01,-0.46,-0.82,2Q2557,NNCL
"4,918.43","2,364.66","2,553.77","1,559.35",132.10,-49.18,-0.03,-1.01,-1.91,3Q2557,NNCL
"4,560.01","2,366.74","2,193.27","1,559.37",128.88,-360.52,-0.24,-7.61,-15.19,4Q2557,NNCL
"4,526.22","2,274.81","2,251.41","1,582.59",282.31,34.92,0.02,0.77,1.57,1Q2558,NNCL
"4,178.38","1,917.57","2,260.81","1,582.59",451.87,9.40,0.01,0.22,0.42,2Q2558,NNCL
"4,136.62","1,857.20","2,279.41","1,591.59",201.97,9.61,0.00,0.23,0.42,3Q2558,NNCL
"4,310.30","1,766.47","2,543.83","1,591.59",186.75,-197.79,-0.12,-4.68,-8.20,4Q2558,NNCL
"3,883.11","1,346.38","2,536.73","2,048.26",173.79,-7.10,-0.00,-0.17,-0.28,1Q2559,NNCL
"4,080.97","1,456.07","2,624.90","2,048.26",273.36,88.18,0.04,2.21,3.42,2Q2559,NNCL
"3,912.65","1,264.54","2,648.11","2,048.26",151.19,23.21,0.01,0.58,0.88,3Q2559,NNCL
"3,903.55","1,202.37","2,701.17","2,048.25",153.84,55.51,0.03,1.42,2.08,4Q2559,NNCL
"3,899.90","1,153.64","2,746.26","2,048.26",158.57,45.09,0.02,1.16,1.66,1Q2560,NNCL
"3,871.74","1,150.09","2,721.66","2,048.26",165.25,51.19,0.03,1.32,1.87,2Q2560,NNCL
"3,916.43","1,135.56","2,780.87","2,048.26",167.80,59.21,0.03,1.52,2.15,3Q2560,NNCL
"4,010.63","1,141.63","2,869.01","2,048.25",202.52,88.14,0.04,2.22,3.12,4Q2560,NNCL
"4,084.89","1,109.93","2,974.96","2,048.26",229.46,105.95,0.05,2.62,3.63,1Q2561,NNCL
"3,997.54","1,096.86","2,900.68","2,048.26",214.39,89.58,0.05,2.22,3.05,2Q2561,NNCL
"4,240.19","1,271.72","2,968.46","2,048.26",197.01,67.79,0.03,1.65,2.31,3Q2561,NNCL
"4,307.56","1,227.75","3,079.82","2,048.25",328.16,111.35,0.05,2.61,3.68,4Q2561,NNCL
"4,317.43","1,181.28","3,136.15","2,048.26",192.26,56.33,0.03,1.31,1.81,1Q2562,NNCL
"4,159.28","1,168.83","2,990.45","2,048.26",197.39,41.19,0.02,0.97,1.34,2Q2562,NNCL
"4,258.79","1,191.05","3,067.74","2,048.26",196.83,85.89,0.04,2.04,2.84,3Q2562,NNCL
"4,312.50","1,240.74","3,071.75","2,048.25",188.20,72.20,0.04,1.68,2.35,4Q2562,NNCL
"4,278.09","1,226.52","3,051.57","2,048.26",190.67,91.29,0.05,2.13,2.98,1Q2563,NNCL
"4,166.35","1,196.24","2,970.11","2,048.26",409.66,76.74,0.04,1.82,2.55,2Q2563,NNCL
"4,222.62","1,145.67","3,076.95","2,048.26",247.43,106.84,0.05,2.55,3.53,3Q2563,NNCL
"4,292.83","1,138.36","3,154.48","2,048.25",193.78,77.53,0.04,1.82,2.49,4Q2563,NNCL
"4,362.61","1,099.30","3,263.32","2,048.26",219.92,108.84,0.06,2.51,3.39,1Q2564,NNCL
"4,294.44","1,092.82","3,201.62","2,048.26",299.05,155.84,0.07,3.60,4.82,2Q2564,NNCL
"4,399.46","1,079.41","3,320.05","2,048.26",213.40,104.45,0.06,2.40,3.20,3Q2564,NNCL
"4,384.56","1,033.56","3,351.01","2,048.26",215.60,47.30,0.02,1.08,1.42,1Q2565,NNCL
"4,374.28","1,042.65","3,331.63","2,048.26",280.55,100.36,0.05,2.29,3.00,2Q2565,NNCL
"4,356.25","1,000.42","3,355.83","2,048.26",223.56,16.43,0.01,0.38,0.49,3Q2565,NNCL
"4,325.20","1,013.50","3,311.70","2,048.25",286.22,52.81,0.03,1.22,1.58,4Q2565,NNCL
"15,441.71","11,165.88","4,275.84","1,369.41","1,338.21",217.26,0.48,1.44,5.21,1Q2556,NOBLE
"15,296.46","11,141.69","4,154.78","1,369.41",506.30,15.82,0.03,0.10,0.38,2Q2556,NOBLE
"17,476.92","13,327.63","4,149.29","1,369.41",376.76,-6.00,-0.01,-0.04,-0.14,3Q2556,NOBLE
"17,243.87","12,998.60","4,245.27","1,369.41",993.37,95.98,0.21,0.55,2.29,4Q2556,NOBLE
"17,100.71","12,740.26","4,360.44","1,369.41",746.27,115.17,0.25,0.67,2.68,1Q2557,NOBLE
"17,683.34","13,341.35","4,341.99","1,369.41",902.20,118.47,0.26,0.68,2.72,2Q2557,NOBLE
"18,115.04","13,743.13","4,371.92","1,369.41",579.44,29.92,0.07,0.17,0.69,3Q2557,NOBLE
"19,796.08","15,524.47","4,271.61","1,369.41",130.20,-100.30,-0.22,-0.53,-2.32,4Q2557,NOBLE
"20,959.59","16,792.16","4,167.43","1,369.41",85.75,-104.18,-0.23,-0.51,-2.47,1Q2558,NOBLE
"21,169.46","17,201.92","3,967.55","1,369.41",86.01,-154.23,-0.34,-0.73,-3.79,2Q2558,NOBLE
"22,451.43","18,603.59","3,847.84","1,369.41",95.24,-119.71,-0.26,-0.55,-3.06,3Q2558,NOBLE
"22,942.36","19,184.04","3,758.31","1,369.41",180.17,-89.52,-0.19,-0.39,-2.35,4Q2558,NOBLE
"24,610.36","20,989.95","3,620.41","1,369.41",47.31,-137.90,-0.30,-0.58,-3.74,1Q2559,NOBLE
"26,006.06","22,505.22","3,500.84","1,369.41",83.06,-119.57,-0.26,-0.47,-3.36,2Q2559,NOBLE
"25,008.29","21,617.31","3,390.99","1,369.41",207.43,-109.86,-0.24,-0.43,-3.19,3Q2559,NOBLE
"23,268.97","18,836.02","4,432.95","1,369.41","4,229.74","1,049.53",2.29,4.35,26.83,4Q2559,NOBLE
"23,000.41","17,672.52","5,327.88","1,369.41","3,353.80",894.93,1.96,3.87,18.34,1Q2560,NOBLE
"22,830.17","17,110.26","5,719.90","1,369.41","1,848.71",392.02,0.86,1.71,7.10,2Q2560,NOBLE
"21,531.30","15,272.54","6,258.76","1,369.41","2,655.30",538.86,1.18,2.43,9.00,3Q2560,NOBLE
"22,501.00","16,024.37","6,476.63","1,369.41","1,873.51",217.87,0.48,0.99,3.42,4Q2560,NOBLE
"24,710.94","18,155.67","6,555.27","1,369.41","1,039.20",78.64,0.17,0.33,1.21,1Q2561,NOBLE
"23,548.16","17,062.40","6,485.76","1,369.41",701.63,8.09,0.02,0.03,0.12,2Q2561,NOBLE
"23,261.22","16,593.68","6,667.54","1,369.41","1,622.77",181.78,0.40,0.78,2.76,3Q2561,NOBLE
"25,952.70","18,004.25","7,948.45","1,369.41","1,789.32",718.50,1.57,2.92,9.83,4Q2561,NOBLE
"25,690.92","19,582.75","6,108.16","1,369.41","3,691.77","1,309.36",2.87,5.07,18.63,1Q2562,NOBLE
"24,910.92","18,638.28","6,272.64","1,369.41",825.95,164.47,0.36,0.65,2.66,2Q2562,NOBLE
"25,100.87","20,049.91","5,050.96","1,369.41","7,824.51","1,151.52",2.52,4.61,20.34,3Q2562,NOBLE
"21,631.11","16,151.63","5,479.48","1,369.41","2,936.89",445.93,0.98,1.91,8.47,4Q2562,NOBLE
"21,987.56","16,091.60","5,895.96","1,369.41","2,167.94",410.98,0.90,1.88,7.23,1Q2563,NOBLE
"21,603.54","16,408.43","5,195.11","1,369.41","1,941.49",303.38,0.66,1.39,5.47,2Q2563,NOBLE
"20,165.17","14,948.12","5,217.05","1,369.41","3,393.68",524.04,1.15,2.51,10.07,3Q2563,NOBLE
"19,197.82","13,334.31","5,863.50","1,369.41","3,482.16",640.06,-1.34,3.25,11.55,4Q2563,NOBLE
"19,530.15","13,185.19","6,344.97","1,369.41","2,682.09",484.07,0.35,2.50,7.93,1Q2564,NOBLE
"18,116.17","12,160.53","5,955.65","1,369.41","2,232.90",301.89,0.22,1.60,4.91,2Q2564,NOBLE
"18,214.12","12,581.25","5,632.88","1,369.41",877.12,149.63,0.11,0.82,2.58,3Q2564,NOBLE
"20,279.83","14,652.11","5,627.72","1,369.41","1,637.64",-3.71,0.00,-0.02,-0.07,4Q2564,NOBLE
"22,327.03","16,706.28","5,620.75","1,369.41","1,496.44",-6.62,-0.01,-0.03,-0.12,1Q2565,NOBLE
"22,445.37","16,954.68","5,490.69","1,369.41","1,043.27",-14.09,-0.01,-0.06,-0.25,2Q2565,NOBLE
"23,119.10","17,491.82","5,627.29","1,369.41","2,192.98",137.33,0.11,0.60,2.47,3Q2565,NOBLE
"22,496.50","16,554.29","5,942.20","1,369.41","3,945.58",338.40,0.24,1.48,5.85,4Q2565,NOBLE
"2,726.59","1,663.17","1,063.42",500.00,"2,826.21",415.84,0.83,16.71,42.62,1Q2556,NOK
"5,926.13","1,435.09","4,491.04",625.00,"2,618.27",260.13,0.49,6.01,9.37,2Q2556,NOK
"6,242.52","1,844.38","4,398.14",625.00,"2,771.21",244.61,0.35,4.02,5.50,3Q2556,NOK
"6,271.65","1,728.24","4,543.42",625.00,"3,099.04",145.51,0.20,2.33,3.25,4Q2556,NOK
"6,426.19","1,841.84","4,584.35",625.00,"3,136.08",40.94,0.07,0.64,0.90,1Q2557,NOK
"6,240.64","2,117.11","4,123.53",625.00,"2,827.39",-159.72,-0.26,-2.52,-3.67,2Q2557,NOK
"5,722.71","1,921.70","3,801.01",625.00,"2,769.89",-431.28,-0.60,-7.21,-10.88,3Q2557,NOK
"6,569.00","2,219.65","4,349.35",625.00,"3,579.57",-115.71,0.04,-1.88,-2.84,4Q2557,NOK
"6,843.49","2,413.76","4,429.73",625.00,"3,647.23",-164.62,0.01,-2.45,-3.75,1Q2558,NOK
"6,358.55","2,376.82","3,981.74",625.00,"3,356.33",-458.00,-0.25,-6.94,-10.89,2Q2558,NOK
"6,464.23","3,135.11","3,329.12",625.00,"3,296.51",-652.62,-0.68,-10.18,-17.85,3Q2558,NOK
"7,110.22","4,168.16","2,942.06",625.00,"3,996.12",-389.25,-0.25,-5.74,-12.41,4Q2558,NOK
"6,959.90","4,483.79","2,476.11",625.00,"4,221.11",-465.95,-0.65,-6.62,-17.20,1Q2559,NOK
"5,955.09","4,343.36","1,611.73",625.00,"3,918.57",-864.38,-1.19,-13.39,-42.29,2Q2559,NOK
"5,447.46","4,907.56",539.91,625.00,"4,297.88","-1,071.82",-1.53,-18.80,-99.63,3Q2559,NOK
"6,000.85","6,340.58",-339.73,625.00,"4,500.76",-867.83,-1.10,-15.16,-867.04,4Q2559,NOK
"5,881.37","6,510.95",-629.59,625.00,"5,409.52",-289.86,-0.47,-4.88,59.81,1Q2560,NOK
