Assets,Liabilities,Equity,Paid-up Capital,Revenue,Profit (Loss) from Other Activities,Net Profit,EPS (Baht),ROA (%),ROE (%),Net Profit Margin (%),SymbolId,Period as of,Date
589787.39,271918.29,277096.53,1200.0,490260.92,15046.52,44748.34,37.29,11.48,16.63,10.74,213,Y/E 2018,2018-12-31
634733.23,306990.1,280215.41,1200.0,446826.77,11632.06,32014.28,26.68,7.48,11.49,7.43,213,Y/E 2019,2019-12-31
749380.88,353254.84,320972.18,1200.0,407217.16,9455.79,34143.87,28.45,7.25,11.36,9.16,213,Y/E 2020,2020-12-31
861101.03,411092.68,365690.73,1200.0,540705.96,17542.66,47173.99,39.31,8.74,13.74,10.12,213,Y/E 2021,2021-12-31
139513.05,76697.05,42952.05,3126.0,89783.61,180.2,5268.51,1.69,6.13,12.27,6.56,167,Y/E 2019,2019-12-31
172428.88,62588.1,88737.82,4292.92,93388.33,-155.82,6457.48,1.95,6.26,9.81,7.82,167,Y/E 2020,2020-12-31
206823.74,84523.8,96837.2,4292.92,126436.89,374.43,8294.37,1.93,6.8,8.94,7.63,167,Y/E 2021,2021-12-31
5092.54,3568.77,1523.76,270.00,2888.02,-,-80.77,-0.30,1.35,-5.21,-2.80,468,Y/E 2018,2018-12-31
5906.57,3563.03,2343.54,401.51,2610.37,-,165.89,0.46,5.79,8.58,6.36,468,Y/E 2019,2019-12-31
9247.4,6437.28,2810.12,412.53,3658.43,1.17,443.3,1.09,8.75,17.2,12.12,468,Y/E 2020,2020-12-31
24200.99,9362.39,14838.6,800.09,4397.05,4.14,700.59,1.4,7.93,7.94,15.93,468,Y/E 2021,2021-12-31
57703.77,22982.09,33985.78,2143.08,25809.53,-,5770.42,2.92,12.79,18.71,22.64,279,Y/E 2018,2018-12-31
60511.44,22662.32,37086.00,2143.08,23957.15,-,5402.76,2.52,11.54,15.20,22.82,279,Y/E 2019,2019-12-31
68206.52,30810.64,36579.37,2143.08,20969.29,209.16,4251.23,2.13,9.07,11.54,20.64,279,Y/E 2020,2020-12-31
71432.24,28505.91,42069.57,2143.08,29647.48,532.94,7070.32,3.63,13.38,17.98,24.08,279,Y/E 2021,2021-12-31
55010.64,16482.12,38528.52,30004.44,209243.59,744.46,2263.25,0.52,4.97,5.61,1.08,424,Y/E 2018,2018-12-31
54294.08,21818.05,32476.03,30004.44,168875.55,1218.13,-2808.7,-0.65,-6.67,-7.91,-1.66,424,Y/E 2019,2019-12-31
46541.08,20113.99,26427.09,30004.44,130234.19,463.03,-6004.84,-1.38,-14.64,-20.39,-4.61,424,Y/E 2020,2020-12-31
58725.89,24355.16,34370.73,30004.44,172546.16,-74.14,4746.46,1.09,11.64,15.61,2.75,424,Y/E 2021,2021-12-31
55748.11,30648.33,24705.19,1536.0,74950.96,-15.18,2064.36,1.34,5.72,8.67,2.86,7,Y/E 2018,2018-12-31
58330.87,32842.48,24119.03,1536.0,60602.38,698.93,-148.54,-0.1,1.44,-0.61,-0.09,7,Y/E 2019,2019-12-31
93117.22,39720.3,38071.24,1536.0,75879.46,436.6,9531.21,6.21,23.45,30.65,20.29,7,Y/E 2020,2020-12-31
114527.09,49478.5,46652.13,1536.0,118810.58,-1119.77,15846.7,10.32,28.46,37.41,22.03,7,Y/E 2021,2021-12-31
780.96,681.23,99.73,323.21,361.65,-,-183.65,-0.57,-19.14,-96.15,-50.78,141,Y/E 2018,2018-12-31
12654.69,10341.33,2267.72,14049.56,11607.71,155.21,123.92,0.01,13.25,10.47,2.08,141,Y/E 2019,2019-12-31
27316.49,23552.77,3708.5,11906.4,16917.68,500.15,1608.66,0.14,13.5,53.84,9.57,141,Y/E 2020,2020-12-31
39142.11,32550.85,6504.61,11906.4,27129.64,-1.95,2783.11,0.23,13.46,54.5,10.3,141,Y/E 2021,2021-12-31
45575.41,34354.54,10961.06,1525.11,27656.97,343.94,1616.86,1.06,5.24,16.03,5.92,360,Y/E 2018,2018-12-31
49207.39,34559.59,14377.29,1525.11,33269.06,345.63,1483.64,0.97,3.95,11.71,4.49,360,Y/E 2019,2019-12-31
44033.27,29321.21,14432.86,1525.11,36006.07,321.03,1093.13,0.72,2.99,7.59,3.06,360,Y/E 2020,2020-12-31
46622.05,29255.37,17078.75,1525.11,27930.01,180.62,710.88,0.47,2.01,4.51,2.58,360,Y/E 2021,2021-12-31
13216.1,8814.07,4402.03,990.0,12139.69,84.34,634.3,0.83,6.9,14.41,5.06,108,Y/E 2019,2019-12-31
43293.41,11595.91,31697.5,1428.78,30692.41,161.32,14400.87,5.94,56.94,79.78,46.92,108,Y/E 2020,2020-12-31
51302.82,13089.7,38213.12,1431.63,48019.8,-481.27,23704.16,8.29,54.98,67.81,49.36,108,Y/E 2021,2021-12-31
49649.96,32094.91,13753.13,2734.95,5778.0,96.31,1045.43,0.04,5.67,7.9,22.05,426,Y/E 2018,2018-12-31
55706.49,36848.33,15474.66,2734.95,6375.93,1292.78,2137.11,0.08,7.88,14.62,37.24,426,Y/E 2019,2019-12-31
73160.31,52537.23,16781.2,2734.95,6768.34,273.1,1303.28,0.05,4.92,8.08,22.57,426,Y/E 2020,2020-12-31
80439.46,59005.87,19583.56,2734.95,9085.23,1006.72,2407.39,0.09,6.35,13.24,30.09,426,Y/E 2021,2021-12-31
11700.71,8615.79,3084.91,770.33,38252.66,145.32,721.49,0.94,9.17,24.63,1.89,604,Y/E 2018,2018-12-31
11341.85,8129.17,3212.68,847.36,34887.87,139.94,523.93,0.64,6.24,16.64,1.5,604,Y/E 2019,2019-12-31
8884.84,5414.09,3470.74,847.36,32244.44,151.03,641.95,0.76,7.95,19.21,1.99,604,Y/E 2020,2020-12-31
11286.83,7345.84,3924.65,847.36,37160.08,201.33,860.19,1.02,10.53,23.26,2.3,604,Y/E 2021,2021-12-31
24253.47,11716.37,12382.14,1573.82,27742.07,220.67,564.47,0.36,4.5,4.48,2.09,218,Y/E 2018,2018-12-31
25261.9,11683.24,13407.23,1576.76,37026.49,599.84,3123.28,1.98,15.59,24.22,8.5,218,Y/E 2019,2019-12-31
21334.46,6313.82,14837.35,1578.36,26290.99,195.18,3591.82,2.28,19.25,25.43,13.68,218,Y/E 2020,2020-12-31
24800.9,8863.62,15367.95,1578.36,27209.87,-842.41,2219.71,1.41,13.54,14.7,8.28,218,Y/E 2021,2021-12-31
1060929.17,923010.91,65735.41,11651.3,62241.57,1311.34,7839.43,6.74,3.28,12.27,25.4,621,Y/E 2018,2018-12-31
160926.56,86867.81,65832.97,11651.3,8431.61,1025.87,10807.06,9.43,1.04,16.43,198.78,621,Y/E 2019,2019-12-31
140755.63,67987.48,63310.6,11651.3,8879.3,6061.94,6669.03,6.26,7.31,10.33,88.39,621,Y/E 2020,2020-12-31
142734.59,68593.55,65113.98,11651.3,16198.62,2510.58,5287.18,5.04,6.29,8.23,41.5,621,Y/E 2021,2021-12-31
47531.06,40336.10,7194.96,3020.28,3827.37,-,1640.71,0.54,6.71,25.59,42.87,622,Y/E 2018,2018-12-31
50880.93,43209.91,7671.02,3775.35,4238.15,-,1963.56,0.52,6.83,25.60,46.33,622,Y/E 2019,2019-12-31
48518.01,37699.32,10818.68,5663.03,4262.73,-,1860.20,0.40,6.82,20.12,43.64,622,Y/E 2020,2020-12-31
49223.46,37656.89,11566.56,5663.03,4226.49,-,1709.18,0.30,6.25,15.27,40.44,622,Y/E 2021,2021-12-31
53335.52,41586.99,11748.54,7800.22,10558.86,-583.28,2416.14,1.15,7.88,20.57,22.88,623,Y/E 2020,2020-12-31
66525.40,44120.44,22404.96,8580.24,12047.13,-,3168.91,1.41,8.47,18.56,26.30,623,Y/E 2021,2021-12-31
49639.42,39964.45,9582.63,594.29,13613.81,-,1811.47,3.05,4.52,18.90,13.44,624,Y/E 2021,2021-12-31
302544.63,264715.18,37696.53,8006.56,24627.01,725.34,7015.69,8.76,4.51,19.41,28.6,625,Y/E 2018,2018-12-31
298304.1,259107.98,39192.98,8006.56,24855.5,-5.3,7270.23,9.08,4.71,18.91,29.26,625,Y/E 2019,2019-12-31
275443.21,235981.13,39458.94,8006.56,22865.95,10.66,6063.48,7.57,3.91,15.42,26.52,625,Y/E 2020,2020-12-31
243621.93,202421.55,41197.09,8006.56,21265.45,417.33,6784.59,8.47,4.17,16.82,31.91,625,Y/E 2021,2021-12-31
268612.95,142140.57,121712.02,20400.28,391219.82,999.05,10149.04,4.97,6.57,8.32,2.65,432,Y/E 2018,2018-12-31
283444.53,159521.02,119972.74,20400.28,366055.04,3333.3,6276.68,3.08,4.01,5.19,1.78,432,Y/E 2019,2019-12-31
306187.66,186069.23,116228.96,20400.28,249027.83,9789.99,-3301.41,-1.62,0.36,-2.8,-1.16,432,Y/E 2020,2020-12-31
362144.12,239050.04,120880.74,20400.28,345985.96,-4691.91,12578.03,6.17,5.59,10.61,3.76,432,Y/E 2021,2021-12-31
444580.86,285923.49,156034.3,22338.36,530451.37,751.54,32668.14,15.63,11.38,23.59,6.24,432,Y/E 2022,2022-12-31
3824.89,1679.65,2145.25,300.0,2525.04,-0.55,404.27,1.77,17.47,32.06,16.01,626,Y/E 2018,2018-12-31
4256.96,1906.7,2350.26,300.0,2783.83,-0.65,507.23,1.69,15.43,22.57,18.22,626,Y/E 2019,2019-12-31
4953.91,2554.26,2399.65,300.00,3136.08,-,702.00,2.34,18.92,29.56,22.38,626,Y/E 2020,2020-12-31
4436.4,1425.81,2676.37,300.0,3363.2,62.21,890.43,1.48,23.43,35.08,26.52,626,Y/E 2021,2021-12-31
495568.69,361685.18,133290.84,133472.78,173736.43,5061.59,7034.59,0.21,4.26,5.27,4.0,607,Y/E 2018,2018-12-31
523992.74,397973.6,125367.94,133472.78,149631.69,7902.84,5636.74,0.17,3.39,4.36,3.72,607,Y/E 2019,2019-12-31
617547.9,531930.77,85089.1,133472.78,143338.54,4152.79,1048.4,0.03,3.4,1.0,0.65,607,Y/E 2020,2020-12-31
624914.58,543096.53,81361.92,133472.78,147208.07,3677.12,-1428.41,-0.04,2.89,-1.72,-1.03,607,Y/E 2021,2021-12-31
37111.65,12524.66,19558.91,1822.46,14231.95,401.0,210.02,0.12,1.12,1.07,-1.3,564,Y/E 2018,2018-12-31
33473.05,10874.49,18187.28,1822.47,15717.02,1012.52,562.59,0.31,2.37,2.98,1.39,564,Y/E 2019,2019-12-31
31029.23,11837.81,16153.19,1822.47,12996.62,-2122.22,-1944.6,-1.07,-9.04,-11.33,-25.92,564,Y/E 2020,2020-12-31
38947.08,14546.81,21265.66,1822.47,22681.16,80.21,3858.65,2.12,12.09,20.62,16.25,564,Y/E 2021,2021-12-31
891713.31,792934.4,98778.91,41659.3,48554.59,13545.32,11601.24,0.26,2.89,12.3,23.89,627,Y/E 2018,2018-12-31
1858190.28,1663378.79,194776.87,91541.39,52251.82,3786.23,7222.48,0.15,1.58,4.92,13.82,627,Y/E 2019,2019-12-31
1808331.83,1603582.11,204712.63,91588.95,89885.61,2766.93,10112.18,0.1,1.68,5.06,11.25,627,Y/E 2020,2020-12-31
1759180.73,1548345.04,210834.56,91791.73,80709.8,2007.87,10474.05,0.11,1.46,5.04,12.98,627,Y/E 2021,2021-12-31
141916.08,95422.04,43233.47,1192.95,135306.37,1417.29,3256.21,0.68,4.52,7.43,2.7,65,Y/E 2018,2018-12-31
141909.05,90114.09,48423.2,1192.95,128445.7,740.41,3815.88,0.8,4.57,8.33,3.24,65,Y/E 2019,2019-12-31
144574.67,88838.02,52185.26,1192.95,134111.99,-527.49,6246.09,1.26,6.29,12.42,4.85,65,Y/E 2020,2020-12-31
166604.04,104390.64,59319.07,1192.95,141858.21,1712.94,8013.0,1.66,6.9,14.37,5.83,65,Y/E 2021,2021-12-31
22687.39,6239.96,13696.27,855.67,5362.39,-20.7,1101.24,0.13,10.06,12.15,22.5,517,Y/E 2019,2019-03-31
17076.95,3999.29,12783.9,861.12,4249.76,179.02,1423.94,0.17,5.92,10.75,30.68,517,Y/E 2020,2020-03-31
20970.23,3906.98,16591.69,861.12,3243.85,338.43,979.77,0.11,5.85,6.67,27.95,517,Y/E 2021,2021-03-31
40848.3,10865.59,29133.39,861.12,4426.15,-194.02,-120.26,-0.01,-0.46,-0.53,-6.24,517,Y/E 2022,2022-03-31
78344.95,47330.85,27225.73,1433.43,9079.58,2542.62,2906.81,0.2,7.08,11.08,42.71,281,Y/E 2018,2018-12-31
82263.83,49163.25,29477.63,1470.91,11440.12,1945.69,3229.25,0.22,6.54,11.39,34.64,281,Y/E 2019,2019-12-31
82621.11,50453.94,28805.19,1494.68,8197.88,1208.76,2523.75,0.17,5.18,8.66,34.95,281,Y/E 2020,2020-12-31
82769.49,48739.72,30594.11,1494.68,11638.82,325.07,2590.07,0.17,5.68,8.72,24.68,281,Y/E 2021,2021-12-31
