"Date","Price","Open","High","Low","Vol.","Change %"
"03/31/2017","2,244.58","2,258.45","2,261.91","2,244.58","1.75B","-0.47%"
"03/30/2017","2,255.19","2,247.38","2,263.40","2,244.51","1.58B","0.40%"
"03/29/2017","2,246.26","2,248.69","2,254.51","2,242.29","1.56B","-0.22%"
"03/28/2017","2,251.25","2,244.27","2,255.84","2,242.38","1.83B","0.53%"
"03/27/2017","2,239.48","2,244.78","2,249.78","2,237.40","1.06B","-0.28%"
"03/24/2017","2,245.69","2,236.11","2,249.83","2,233.30","1.58B","0.45%"
"03/23/2017","2,235.53","2,241.92","2,243.98","2,233.91","1.36B","0.08%"
"03/22/2017","2,233.70","2,224.68","2,240.19","2,219.95","1.61B","-0.19%"
"03/21/2017","2,237.88","2,232.84","2,243.11","2,230.00","1.69B","0.40%"
"03/20/2017","2,229.02","2,231.91","2,238.97","2,225.81","1.45B","0.10%"
"03/17/2017","2,226.73","2,226.50","2,229.74","2,216.91","1.96B","0.20%"
"03/16/2017","2,222.34","2,211.68","2,227.82","2,207.59","2.45B","1.13%"
"03/15/2017","2,197.40","2,198.70","2,203.51","2,191.32","1.53B","-0.11%"
"03/14/2017","2,199.77","2,191.34","2,205.72","2,188.00","1.66B","0.36%"
"03/13/2017","2,191.83","2,188.21","2,193.24","2,179.51","1.56B","0.06%"
"03/10/2017","2,190.42","2,200.36","2,201.50","2,184.99","1.42B","-0.52%"
"03/09/2017","2,201.89","2,201.23","2,205.58","2,193.93","1.28B","-0.24%"
"03/08/2017","2,207.20","2,196.78","2,207.96","2,180.51","2.41B","0.47%"
"03/07/2017","2,196.78","2,199.92","2,206.82","2,194.61","1.22B","-0.18%"
"03/06/2017","2,200.65","2,215.58","2,216.81","2,195.96","1.39B","-0.83%"
"03/03/2017","2,219.06","2,219.78","2,224.28","2,216.36","1.54B","-0.28%"
"03/02/2017","2,225.38","2,229.61","2,232.62","2,223.98","1.71B","0.07%"
"03/01/2017","2,223.89","2,213.71","2,224.25","2,210.94","1.69B","0.72%"
"02/28/2017","2,207.93","2,206.58","2,214.01","2,205.52","1.60B","0.27%"
"02/27/2017","2,202.09","2,206.43","2,210.27","2,200.96","1.26B","-0.55%"
"02/24/2017","2,214.21","2,216.22","2,220.27","2,207.94","1.69B","-0.15%"
"02/23/2017","2,217.62","2,222.97","2,223.70","2,211.02","2.10B","-0.40%"
"02/22/2017","2,226.59","2,218.86","2,226.85","2,210.12","1.56B","0.61%"
"02/21/2017","2,213.02","2,232.80","2,241.79","2,212.99","1.70B","-0.90%"
"02/20/2017","2,233.05","2,235.50","2,238.53","2,225.77","1.53B","0.08%"
"02/17/2017","2,231.33","2,232.37","2,241.23","2,230.40","1.60B","0.19%"
"02/16/2017","2,227.16","2,223.39","2,233.03","2,220.16","2.02B","0.27%"
"02/15/2017","2,221.26","2,216.21","2,223.27","2,201.58","2.88B","0.17%"
"02/14/2017","2,217.40","2,243.41","2,245.79","2,214.91","1.84B","-1.06%"
"02/10/2017","2,241.24","2,247.87","2,249.67","2,237.18","1.83B","0.18%"
"02/09/2017","2,237.23","2,253.84","2,258.66","2,236.95","1.92B","-0.48%"
"02/08/2017","2,248.10","2,237.00","2,256.78","2,235.11","2.37B","0.48%"
"02/07/2017","2,237.35","2,245.32","2,251.10","2,232.91","2.00B","-0.50%"
"02/06/2017","2,248.63","2,242.62","2,254.13","2,238.17","2.09B","0.55%"
"02/03/2017","2,236.36","2,219.02","2,240.93","2,214.80","1.82B","0.82%"
"02/02/2017","2,218.27","2,225.69","2,233.48","2,216.52","2.07B","-0.31%"
"02/01/2017","2,225.06","2,219.26","2,230.21","2,212.55","2.27B","0.09%"
"01/31/2017","2,223.16","2,238.90","2,240.16","2,220.96","2.07B","-1.03%"
"01/30/2017","2,246.33","2,243.81","2,252.45","2,239.52","1.52B","-0.05%"
"01/27/2017","2,247.56","2,248.90","2,250.57","2,240.44","1.65B","-0.16%"
"01/26/2017","2,251.19","2,259.62","2,265.76","2,243.96","2.79B","0.59%"
"01/25/2017","2,238.00","2,233.95","2,242.65","2,228.37","3.95B","0.52%"
"01/24/2017","2,226.47","2,213.43","2,229.30","2,212.95","4.15B","0.72%"
"01/23/2017","2,210.52","2,208.74","2,212.69","2,203.26","2.20B","0.40%"
"01/20/2017","2,201.72","2,188.20","2,207.36","2,185.43","2.95B","0.50%"
"01/19/2017","2,190.84","2,196.84","2,199.38","2,178.62","2.50B","-0.38%"
"01/18/2017","2,199.26","2,212.31","2,216.26","2,199.18","2.92B","-0.42%"
"01/17/2017","2,208.43","2,216.56","2,224.15","2,207.42","2.52B","-0.32%"
"01/16/2017","2,215.41","2,219.82","2,225.12","2,208.64","1.97B","-0.33%"
"01/13/2017","2,222.81","2,221.21","2,225.48","2,211.09","1.63B","0.37%"
"01/12/2017","2,214.62","2,232.16","2,232.83","2,211.91","2.41B","-0.28%"
"01/11/2017","2,220.80","2,221.59","2,237.68","2,220.19","3.08B","-0.05%"
"01/10/2017","2,221.86","2,207.32","2,225.11","2,207.25","2.96B","0.59%"
"01/09/2017","2,208.77","2,222.14","2,223.64","2,203.18","2.66B","-0.54%"
"01/06/2017","2,220.84","2,225.63","2,229.56","2,213.92","3.01B","-0.11%"
"01/05/2017","2,223.24","2,219.21","2,229.13","2,212.03","3.04B","0.49%"
"01/04/2017","2,212.46","2,186.13","2,213.86","2,186.07","2.80B","1.57%"
"12/30/2016","2,178.19","2,172.73","2,185.53","2,170.60","1.21B","0.36%"
"12/29/2016","2,170.38","2,148.46","2,180.50","2,147.32","1.09B","0.97%"
"12/28/2016","2,149.57","2,143.27","2,153.87","2,139.66","1.04B","0.55%"
"12/27/2016","2,137.89","2,137.62","2,142.52","2,134.00","937.15M","0.09%"
"12/26/2016","2,136.06","2,129.65","2,139.62","2,129.06","808.72M","0.44%"
"12/23/2016","2,126.62","2,120.57","2,132.18","2,115.61","1.08B","0.32%"
"12/22/2016","2,119.89","2,125.77","2,127.60","2,114.90","881.72M","-0.22%"
"12/21/2016","2,124.60","2,135.31","2,138.56","2,124.21","1.04B","-0.36%"
"12/20/2016","2,132.36","2,147.73","2,148.27","2,125.91","1.29B","-0.59%"
"12/19/2016","2,144.92","2,145.04","2,151.17","2,141.84","1.16B","0.10%"
"12/16/2016","2,142.76","2,146.76","2,152.45","2,140.94","1.47B","0.07%"
"12/15/2016","2,141.16","2,137.96","2,148.09","2,134.80","1.71B","-0.29%"
"12/14/2016","2,147.42","2,161.91","2,163.54","2,143.44","1.68B","-0.67%"
"12/13/2016","2,161.96","2,158.35","2,166.05","2,147.38","1.93B","0.28%"
"12/09/2016","2,155.95","2,165.14","2,166.61","2,150.08","1.54B","0.07%"
"12/08/2016","2,154.39","2,153.72","2,163.98","2,152.77","2.02B","0.27%"
"12/07/2016","2,148.59","2,139.24","2,154.10","2,136.12","1.85B","0.29%"
"12/06/2016","2,142.41","2,125.81","2,142.41","2,119.16","1.18B","1.07%"
"12/02/2016","2,119.67","2,138.32","2,146.04","2,114.50","1.28B","-0.75%"
"12/01/2016","2,135.62","2,144.94","2,151.90","2,133.73","1.94B","0.30%"
"11/30/2016","2,129.23","2,106.68","2,132.60","2,102.34","2.20B","1.15%"
"11/29/2016","2,104.93","2,122.16","2,124.73","2,102.54","1.81B","-0.25%"
"11/28/2016","2,110.30","2,112.99","2,117.14","2,107.98","1.63B","0.01%"
"11/25/2016","2,110.11","2,099.99","2,110.11","2,098.36","1.69B","0.82%"
"11/24/2016","2,093.05","2,102.04","2,105.66","2,090.86","2.13B","-0.54%"
"11/23/2016","2,104.48","2,094.91","2,104.52","2,090.21","1.76B","0.82%"
"11/22/2016","2,087.34","2,086.82","2,093.07","2,084.06","1.71B","0.62%"
"11/21/2016","2,074.46","2,074.00","2,083.94","2,067.80","1.51B","0.23%"
"11/18/2016","2,069.79","2,069.28","2,073.86","2,058.41","1.67B","-0.11%"
"11/17/2016","2,072.14","2,073.90","2,076.04","2,059.30","1.92B","0.11%"
"11/16/2016","2,069.81","2,086.41","2,091.32","2,068.95","2.28B","-0.22%"
"11/15/2016","2,074.32","2,068.18","2,077.82","2,049.27","2.31B","0.64%"
"11/14/2016","2,061.13","2,080.54","2,083.85","2,058.65","2.03B","-2.06%"
"11/11/2016","2,104.49","2,123.73","2,124.58","2,102.06","2.87B","-1.36%"
"11/10/2016","2,133.55","2,143.51","2,147.46","2,132.91","3.29B","0.29%"
"11/09/2016","2,127.36","2,110.79","2,127.42","2,090.68","4.86B","-0.10%"
"11/08/2016","2,129.56","2,118.40","2,131.44","2,113.99","3.02B","0.66%"
"11/07/2016","2,115.50","2,105.37","2,119.98","2,103.22","1.95B","1.28%"
"11/04/2016","2,088.70","2,093.23","2,098.41","2,080.47","1.92B","-0.59%"
"11/03/2016","2,101.05","2,110.49","2,122.41","2,100.99","2.14B","-0.52%"
"11/02/2016","2,111.99","2,119.85","2,119.96","2,105.36","1.72B","-0.55%"
"11/01/2016","2,123.70","2,118.26","2,128.09","2,116.58","2.40B","0.58%"
"10/31/2016","2,111.50","2,111.64","2,116.04","2,106.16","1.45B","-0.11%"
"10/28/2016","2,113.90","2,124.10","2,125.26","2,108.48","1.63B","-0.29%"
"10/27/2016","2,120.14","2,113.04","2,125.75","2,108.14","2.24B","0.33%"
"10/26/2016","2,113.13","2,135.07","2,137.10","2,113.13","1.98B","-1.11%"
"10/25/2016","2,136.91","2,136.37","2,139.94","2,122.80","2.15B","0.35%"
"10/21/2016","2,129.42","2,123.38","2,130.92","2,116.30","2.43B","0.41%"
"10/20/2016","2,120.70","2,126.37","2,130.70","2,118.33","2.47B","0.48%"
"10/19/2016","2,110.48","2,090.43","2,120.34","2,086.62","2.67B","0.46%"
"10/18/2016","2,100.78","2,107.89","2,111.33","2,088.19","2.44B","-0.17%"
"10/17/2016","2,104.44","2,096.78","2,113.36","2,084.89","2.73B","-0.25%"
"10/14/2016","2,109.65","2,098.79","2,115.88","2,072.67","5.16B","4.42%"
"10/13/2016","2,020.39","1,970.77","2,020.39","1,924.98","5.08B","1.01%"
"10/12/2016","2,000.16","2,032.86","2,037.42","1,893.57","6.58B","-2.35%"
"10/11/2016","2,048.30","2,086.89","2,089.80","2,032.05","3.08B","-1.22%"
"10/10/2016","2,073.56","2,064.29","2,093.48","2,060.55","4.02B","-3.28%"
"10/07/2016","2,143.91","2,158.26","2,159.24","2,138.13","2.51B","-0.66%"
"10/06/2016","2,158.13","2,158.17","2,166.48","2,152.17","2.72B","0.15%"
"10/05/2016","2,154.79","2,160.13","2,161.92","2,148.27","2.12B","-0.06%"
"10/04/2016","2,156.17","2,132.86","2,158.03","2,130.15","2.46B","1.42%"
"10/03/2016","2,126.07","2,124.99","2,131.79","2,120.62","1.68B","0.62%"
"09/30/2016","2,112.87","2,116.12","2,123.46","2,107.30","1.66B","-0.63%"
"09/29/2016","2,126.37","2,126.71","2,138.69","2,120.29","2.06B","0.90%"
"09/28/2016","2,107.35","2,121.03","2,125.67","2,102.60","1.71B","-0.68%"
"09/27/2016","2,121.79","2,130.07","2,136.78","2,121.75","1.51B","-0.07%"
"09/26/2016","2,123.37","2,109.87","2,127.25","2,105.38","1.67B","-0.28%"
"09/23/2016","2,129.41","2,149.98","2,149.98","2,116.65","2.32B","-0.96%"
"09/22/2016","2,150.09","2,140.57","2,153.12","2,135.60","2.22B","1.40%"
"09/21/2016","2,120.41","2,110.97","2,137.41","2,108.98","2.56B","1.02%"
"09/20/2016","2,099.01","2,124.17","2,124.98","2,088.50","2.24B","-1.42%"
"09/19/2016","2,129.32","2,114.98","2,130.13","2,110.25","2.18B","0.93%"
"09/16/2016","2,109.74","2,093.86","2,109.74","2,087.37","3.15B","1.27%"
"09/15/2016","2,083.24","2,080.82","2,092.70","2,074.61","2.11B","0.19%"
"09/14/2016","2,079.35","2,060.91","2,083.81","2,058.65","1.86B","0.69%"
"09/13/2016","2,065.04","2,038.57","2,070.61","2,033.10","2.43B","2.93%"
"09/12/2016","2,006.32","2,024.00","2,039.14","2,004.99","2.53B","-2.50%"
"09/09/2016","2,057.75","2,071.68","2,079.64","2,043.80","3.17B","-0.75%"
"09/08/2016","2,073.40","2,118.34","2,121.00","2,066.67","4.38B","-2.01%"
"09/07/2016","2,116.00","2,137.55","2,154.15","2,115.87","2.65B","-0.76%"
"09/06/2016","2,132.27","2,129.95","2,142.41","2,122.58","2.67B","0.20%"
"09/05/2016","2,128.01","2,177.67","2,179.25","2,104.29","4.72B","-1.86%"
"09/02/2016","2,168.33","2,198.27","2,199.54","2,161.29","3.74B","-1.42%"
"09/01/2016","2,199.53","2,212.70","2,214.38","2,199.53","2.56B","-0.52%"
"08/31/2016","2,211.03","2,207.06","2,212.16","2,195.92","2.26B","0.08%"
"08/30/2016","2,209.24","2,213.54","2,220.51","2,209.06","2.17B","0.13%"
"08/29/2016","2,206.32","2,217.64","2,220.08","2,198.39","2.93B","-0.36%"
"08/26/2016","2,214.28","2,208.14","2,224.11","2,207.02","1.96B","0.39%"
"08/25/2016","2,205.70","2,215.05","2,221.40","2,197.65","2.82B","-0.18%"
"08/24/2016","2,209.76","2,199.38","2,213.96","2,194.00","3.10B","0.50%"
"08/23/2016","2,198.66","2,186.33","2,200.55","2,179.44","2.98B","-0.02%"
"08/22/2016","2,199.06","2,195.44","2,203.80","2,191.41","2.73B","0.06%"
"08/19/2016","2,197.81","2,215.21","2,218.89","2,193.51","2.74B","-0.62%"
"08/18/2016","2,211.58","2,194.99","2,216.58","2,192.92","3.07B","1.11%"
"08/17/2016","2,187.35","2,192.98","2,200.80","2,183.60","2.99B","-0.44%"
"08/16/2016","2,196.93","2,220.09","2,226.60","2,188.73","4.17B","-0.80%"
"08/15/2016","2,214.67","2,200.68","2,229.92","2,197.83","3.33B","-0.21%"
"08/11/2016","2,219.43","2,214.06","2,219.47","2,205.89","3.13B","0.28%"
"08/10/2016","2,213.34","2,217.70","2,222.03","2,203.84","2.60B","-0.01%"
"08/09/2016","2,213.57","2,210.39","2,220.60","2,204.44","2.90B","0.33%"
"08/08/2016","2,206.34","2,196.90","2,207.36","2,186.43","3.19B","1.99%"
"08/05/2016","2,163.19","2,159.04","2,166.24","2,153.72","2.49B","0.85%"
"08/04/2016","2,144.87","2,149.17","2,155.34","2,143.31","2.24B","0.00%"
"08/03/2016","2,144.82","2,126.75","2,147.82","2,120.89","2.63B","0.80%"
"08/02/2016","2,127.88","2,143.80","2,150.86","2,126.32","3.15B","-1.16%"
"08/01/2016","2,152.76","2,183.45","2,187.00","2,150.40","4.00B","-0.89%"
"07/29/2016","2,172.09","2,180.02","2,186.22","2,170.02","2.81B","-0.21%"
"07/28/2016","2,176.73","2,164.17","2,180.41","2,154.09","3.03B","0.60%"
"07/27/2016","2,163.85","2,157.99","2,167.45","2,156.00","2.77B","0.81%"
"07/26/2016","2,146.51","2,162.37","2,166.06","2,141.33","2.94B","-0.64%"
"07/25/2016","2,160.31","2,154.54","2,168.52","2,153.46","3.28B","0.12%"
"07/22/2016","2,157.72","2,144.86","2,159.20","2,136.33","2.52B","0.55%"
"07/21/2016","2,145.97","2,159.61","2,169.72","2,145.64","2.76B","-0.57%"
"07/20/2016","2,158.30","2,140.68","2,158.30","2,137.86","3.13B","1.52%"
"07/15/2016","2,126.00","2,128.20","2,136.48","2,122.24","3.44B","0.16%"
"07/14/2016","2,122.50","2,106.93","2,123.24","2,099.52","3.14B","0.87%"
"07/13/2016","2,104.28","2,108.43","2,112.78","2,099.52","4.21B","0.28%"
"07/12/2016","2,098.50","2,094.01","2,102.19","2,081.42","3.68B","0.57%"
"07/11/2016","2,086.71","2,078.76","2,090.66","2,076.37","3.30B","1.10%"
"07/08/2016","2,064.05","2,063.67","2,069.79","2,053.01","2.80B","-0.03%"
"07/07/2016","2,064.59","2,070.61","2,078.56","2,064.36","4.85B","0.22%"
"07/06/2016","2,060.07","2,047.72","2,067.25","2,046.85","2.22B","0.12%"
"07/05/2016","2,057.59","2,067.30","2,074.40","2,055.51","2.44B","-0.47%"
"07/04/2016","2,067.24","2,064.29","2,069.97","2,058.19","2.15B","0.80%"
"06/30/2016","2,050.79","2,059.08","2,061.06","2,037.40","2.76B","0.22%"
"06/29/2016","2,046.24","2,051.98","2,058.26","2,043.88","3.71B","0.40%"
"06/28/2016","2,038.17","2,023.38","2,040.37","2,018.49","2.23B","0.92%"
"06/27/2016","2,019.52","2,001.50","2,024.59","1,998.33","2.52B","0.71%"
"06/24/2016","2,005.21","2,004.09","2,012.03","1,974.83","4.87B","-2.07%"
"06/23/2016","2,047.62","2,025.93","2,049.70","2,013.31","2.09B","1.12%"
"06/22/2016","2,024.98","2,035.31","2,039.87","2,020.05","2.18B","-0.45%"
"06/21/2016","2,034.04","2,021.40","2,038.72","2,018.01","2.54B","0.70%"
"06/20/2016","2,019.83","2,024.17","2,026.62","2,015.23","2.07B","0.13%"
"06/17/2016","2,017.13","2,010.31","2,019.06","2,001.96","1.86B","0.79%"
"06/16/2016","2,001.38","2,029.16","2,030.84","1,999.44","2.51B","-1.91%"
"06/15/2016","2,040.36","2,032.97","2,043.70","2,024.03","2.48B","0.53%"
"06/14/2016","2,029.67","2,018.27","2,031.80","2,017.80","2.53B","0.54%"
"06/13/2016","2,018.79","2,016.75","2,026.22","2,008.83","5.20B","-0.71%"
"06/10/2016","2,033.24","2,041.63","2,047.95","2,033.21","1.46B","-0.51%"
"06/09/2016","2,043.62","2,069.24","2,071.75","2,043.62","1.91B","-0.93%"
"06/08/2016","2,062.75","2,060.14","2,064.97","2,046.73","1.88B","0.21%"
"06/07/2016","2,058.41","2,068.18","2,071.58","2,055.17","2.49B","-0.02%"
"06/06/2016","2,058.84","2,057.24","2,064.75","2,055.46","2.76B","0.46%"
"06/03/2016","2,049.48","2,038.52","2,052.01","2,033.75","2.89B","1.05%"
"06/02/2016","2,028.17","2,020.47","2,039.49","2,019.52","2.35B","0.55%"
"06/01/2016","2,016.99","2,030.83","2,039.52","2,016.99","1.92B","-0.82%"
"05/31/2016","2,033.74","2,037.91","2,039.40","2,026.01","3.40B","0.03%"
"05/30/2016","2,033.18","2,031.02","2,036.45","2,023.08","2.00B","0.96%"
"05/27/2016","2,013.76","1,995.25","2,013.76","1,991.71","1.76B","0.95%"
"05/26/2016","1,994.76","1,990.52","1,999.50","1,988.66","1.75B","0.30%"
"05/25/2016","1,988.77","1,985.04","1,990.20","1,977.52","1.53B","1.04%"
"05/24/2016","1,968.28","1,965.42","1,972.46","1,955.70","1.31B","0.15%"
"05/23/2016","1,965.42","1,973.27","1,975.50","1,958.77","1.58B","-0.23%"
"05/19/2016","1,970.02","1,993.43","1,993.96","1,965.42","2.29B","-1.18%"
"05/18/2016","1,993.50","2,004.26","2,010.31","1,991.75","2.67B","-0.50%"
"05/17/2016","2,003.46","2,000.45","2,011.82","1,995.16","2.93B","0.97%"
"05/16/2016","1,984.24","1,992.88","1,998.70","1,977.84","2.85B","0.36%"
"05/13/2016","1,977.10","1,985.75","1,994.15","1,976.48","2.52B","-0.38%"
"05/12/2016","1,984.71","1,958.35","1,984.84","1,955.89","2.08B","1.62%"
"05/11/2016","1,952.99","1,968.74","1,974.12","1,952.62","2.36B","-0.78%"
"05/10/2016","1,968.32","1,963.50","1,972.74","1,956.70","2.15B","-0.37%"
"05/09/2016","1,975.68","1,967.21","1,975.94","1,954.24","2.11B","0.45%"
"05/04/2016","1,966.81","1,968.84","1,970.18","1,956.45","1.51B","-0.53%"
"05/03/2016","1,977.27","1,985.55","1,996.80","1,975.61","1.88B","-0.52%"
"04/29/2016","1,987.58","1,977.36","1,987.58","1,968.30","2.32B","0.47%"
"04/28/2016","1,978.35","2,006.38","2,010.94","1,973.00","1.83B","-1.00%"
"04/27/2016","1,998.25","2,015.31","2,017.90","1,993.86","1.85B","-0.67%"
"04/26/2016","2,011.68","1,993.06","2,016.36","1,988.32","2.24B","0.87%"
"04/25/2016","1,994.25","1,996.85","2,003.08","1,990.09","1.53B","-0.18%"
"04/22/2016","1,997.90","2,022.77","2,023.58","1,997.90","1.96B","-1.11%"
"04/21/2016","2,020.30","2,024.17","2,035.87","2,015.99","2.26B","0.61%"
"04/20/2016","2,008.10","2,012.39","2,017.39","1,996.20","2.55B","-0.20%"
"04/19/2016","2,012.09","1,990.47","2,015.43","1,987.59","2.39B","1.48%"
"04/18/2016","1,982.82","1,963.32","1,982.89","1,958.40","2.51B","1.12%"
"04/12/2016","1,960.83","1,944.38","1,962.05","1,942.12","1.91B","1.32%"
"04/11/2016","1,935.33","1,939.16","1,945.36","1,926.93","1.10B","-0.12%"
"04/08/2016","1,937.72","1,919.12","1,940.18","1,908.53","1.91B","1.09%"
"04/07/2016","1,916.74","1,948.31","1,953.17","1,916.74","2.31B","-1.55%"
"04/05/2016","1,946.93","1,974.12","1,974.79","1,946.43","2.55B","-2.38%"
"04/04/2016","1,994.33","1,994.35","1,999.53","1,988.00","1.46B","-0.13%"
"04/01/2016","1,996.95","2,003.90","2,006.62","1,988.07","1.80B","-0.68%"
"03/31/2016","2,010.71","2,009.79","2,019.52","1,999.27","1.82B","-0.27%"
"03/30/2016","2,016.08","2,002.37","2,033.40","2,001.38","3.05B","1.40%"
"03/29/2016","1,988.23","1,981.79","1,991.23","1,976.77","1.91B","0.31%"
"03/28/2016","1,982.02","1,992.53","1,998.71","1,978.02","1.63B","-0.48%"
"03/25/2016","1,991.67","2,014.67","2,019.37","1,991.60","1.76B","-1.00%"
"03/24/2016","2,011.83","2,013.53","2,024.21","2,008.59","2.36B","-0.54%"
"03/23/2016","2,022.73","1,995.83","2,023.27","1,990.34","2.86B","1.22%"
"03/22/2016","1,998.39","2,005.97","2,007.86","1,987.65","1.68B","0.31%"
"03/21/2016","1,992.18","1,975.44","1,992.27","1,967.71","2.35B","0.97%"
"03/18/2016","1,972.96","1,979.35","1,983.35","1,959.94","2.38B","0.24%"
"03/17/2016","1,968.30","1,980.68","1,983.66","1,967.85","2.57B","0.32%"
"03/16/2016","1,962.04","1,980.53","1,989.70","1,948.82","3.19B","-0.58%"
"03/15/2016","1,973.41","1,984.33","1,988.26","1,968.61","2.40B","-1.00%"
"03/14/2016","1,993.42","2,006.69","2,016.33","1,989.99","3.17B","-0.01%"
"03/11/2016","1,993.59","1,979.94","2,000.08","1,978.45","3.27B","1.26%"
"03/10/2016","1,968.81","1,993.44","1,994.27","1,965.21","3.71B","-1.18%"
"03/09/2016","1,992.29","1,957.43","1,992.34","1,949.00","3.20B","1.42%"
"03/08/2016","1,964.32","1,993.37","2,003.97","1,962.29","5.01B","-1.88%"
"03/07/2016","2,001.89","1,983.66","2,002.07","1,982.37","5.22B","1.54%"
"03/04/2016","1,971.53","1,985.10","1,989.90","1,966.62","3.31B","-0.11%"
"03/03/2016","1,973.70","1,962.06","1,981.89","1,957.52","3.39B","1.08%"
"03/02/2016","1,952.57","1,935.69","1,964.80","1,931.51","5.62B","1.60%"
"03/01/2016","1,921.78","1,900.86","1,921.78","1,892.92","3.47B","1.42%"
"02/29/2016","1,894.89","1,912.05","1,914.06","1,894.89","2.08B","-0.91%"
"02/26/2016","1,912.22","1,902.88","1,913.57","1,898.81","2.17B","0.93%"
"02/25/2016","1,894.52","1,902.59","1,904.30","1,883.23","1.88B","0.02%"
"02/24/2016","1,894.10","1,878.33","1,902.60","1,874.17","2.00B","0.42%"
"02/23/2016","1,886.25","1,885.28","1,891.79","1,873.91","2.29B","0.49%"
"02/19/2016","1,876.96","1,830.81","1,877.05","1,829.01","2.30B","2.47%"
"02/18/2016","1,831.68","1,834.11","1,841.37","1,818.57","2.34B","0.77%"
"02/17/2016","1,817.60","1,814.02","1,818.11","1,794.76","2.30B","-0.04%"
"02/16/2016","1,818.25","1,829.19","1,833.23","1,813.69","1.54B","0.13%"
"02/15/2016","1,815.92","1,814.94","1,825.48","1,809.35","1.26B","1.04%"
"02/12/2016","1,797.29","1,804.64","1,810.24","1,786.48","1.73B","-0.21%"
"02/11/2016","1,801.03","1,829.06","1,842.40","1,801.03","2.16B","-1.99%"
"02/10/2016","1,837.64","1,830.01","1,840.93","1,822.52","1.41B","0.07%"
"02/09/2016","1,836.34","1,830.20","1,838.06","1,821.15","1.36B","-0.43%"
"02/08/2016","1,844.35","1,846.86","1,854.21","1,839.53","1.05B","-0.22%"
"02/05/2016","1,848.41","1,844.81","1,849.78","1,836.88","1.70B","0.85%"
"02/04/2016","1,832.91","1,836.22","1,841.21","1,828.27","1.82B","0.50%"
"02/03/2016","1,823.80","1,797.79","1,824.00","1,794.09","1.99B","0.64%"
"02/02/2016","1,812.13","1,830.86","1,838.57","1,810.82","2.10B","-1.21%"
"02/01/2016","1,834.26","1,838.98","1,852.82","1,825.87","2.88B","-0.41%"
"01/29/2016","1,841.76","1,822.01","1,841.82","1,815.54","2.55B","1.38%"
"01/28/2016","1,816.76","1,806.95","1,817.25","1,790.11","2.27B","1.08%"
"01/27/2016","1,797.27","1,794.46","1,808.23","1,791.63","2.88B","0.98%"
"01/26/2016","1,779.84","1,767.66","1,784.48","1,764.25","2.35B","0.02%"
"01/25/2016","1,779.56","1,793.36","1,805.27","1,777.66","2.84B","0.01%"
"01/22/2016","1,779.32","1,766.12","1,786.89","1,754.20","2.48B","2.20%"
"01/21/2016","1,740.99","1,765.73","1,770.09","1,726.25","2.13B","-0.19%"
"01/20/2016","1,744.30","1,751.84","1,758.61","1,737.37","2.48B","-1.79%"
"01/19/2016","1,776.14","1,743.45","1,781.42","1,742.88","2.36B","2.18%"
"01/18/2016","1,738.22","1,720.66","1,748.56","1,714.28","2.02B","-0.22%"
"01/15/2016","1,742.13","1,784.30","1,791.13","1,740.47","2.43B","-1.96%"
"01/14/2016","1,776.88","1,780.63","1,795.12","1,770.98","2.73B","-1.56%"
"01/13/2016","1,805.03","1,787.59","1,805.18","1,776.83","3.43B","2.19%"
"01/12/2016","1,766.41","1,726.17","1,766.41","1,725.70","2.73B","2.05%"
"01/11/2016","1,730.99","1,728.09","1,731.97","1,706.03","2.45B","-0.92%"
"01/08/2016","1,747.08","1,726.53","1,750.49","1,718.86","2.38B","1.95%"
"01/07/2016","1,713.68","1,733.91","1,742.86","1,713.68","2.99B","-3.34%"
"01/06/2016","1,772.95","1,756.70","1,773.96","1,751.79","2.40B","0.61%"
"01/05/2016","1,762.26","1,786.57","1,789.92","1,759.56","2.92B","-1.02%"
"01/04/2016","1,780.42","1,817.60","1,817.76","1,774.65","1.41B","-2.26%"
"12/30/2015","1,821.66","1,817.63","1,831.94","1,817.29","1.31B","0.36%"
"12/29/2015","1,815.05","1,814.31","1,822.30","1,803.62","1.37B","-0.35%"
"12/28/2015","1,821.51","1,823.68","1,826.29","1,814.54","1.26B","0.08%"
"12/25/2015","1,820.06","1,825.40","1,826.85","1,805.75","1.09B","-0.13%"
"12/24/2015","1,822.47","1,827.92","1,829.87","1,816.41","1.72B","0.72%"
"12/23/2015","1,809.36","1,804.42","1,811.76","1,794.39","2.12B","1.09%"
"12/22/2015","1,789.86","1,807.68","1,815.45","1,782.57","3.80B","0.02%"
"12/21/2015","1,789.59","1,796.99","1,816.38","1,785.26","3.04B","-1.86%"
"12/18/2015","1,823.59","1,851.38","1,852.03","1,822.41","3.00B","-2.28%"
"12/17/2015","1,866.13","1,846.30","1,870.63","1,843.49","2.45B","0.74%"
"12/16/2015","1,852.47","1,862.04","1,868.34","1,847.75","2.27B","-0.20%"
"12/15/2015","1,856.19","1,819.71","1,856.23","1,811.71","3.11B","2.81%"
"12/14/2015","1,805.39","1,791.30","1,808.84","1,775.26","2.10B","-0.95%"
"12/11/2015","1,822.72","1,849.90","1,851.14","1,818.20","1.79B","-1.50%"
"12/09/2015","1,850.54","1,868.84","1,880.30","1,846.28","1.52B","-0.74%"
